Year,School,Sport,Gender,Scores,Rank
2016,Grinnell,Tennis,Men,10,1
2016,Grinnell,Outdoor Track & Field,Men,4,7
2016,Grinnell,Baseball,Men,7,4
2016,Grinnell,Total,Men,64,3
2016,Illinois College,Football,Men,7,4
2016,Illinois College,Soccer,Men,5,6
2016,Illinois College,Basketball,Men,3,9
2016,Illinois College,Swimming,Men,6,5
2016,Illinois College,Indoor Track & Field,Men,7,4
2016,Illinois College,Tennis,Men,4,7
2016,Illinois College,Outdoor Track & Field,Men,7,4
2016,Illinois College,Baseball,Men,2,9
2016,Illinois College,Total,Men,48,6
2016,Knox,Football,Men,3.5,6
2016,Knox,Soccer,Men,9,2
2016,Knox,Cross Country,Men,3,8
2016,Knox,Basketball,Men,2,10
2016,Knox,Swimming,Men,3,8
2016,Knox,Indoor Track & Field,Men,2,9
2016,Knox,Tennis,Men,3,8
2016,Knox,Outdoor Track & Field,Men,2,9
2016,Knox,Baseball,Men,4.5,6
2016,Knox,Total,Men,38,9
2016,Lake Forest,Football,Men,8.5,3
2016,Lake Forest,Soccer,Men,10,1
2016,Lake Forest,Cross Country,Men,6,5
2016,Lake Forest,Basketball,Men,8.5,3
2016,Lake Forest,Swimming,Men,9,2
2016,Lake Forest,Tennis,Men,9,2
2016,Lake Forest,Total,Men,60,4
2016,Lawrence,Football,Men,3.5,6
2016,Lawrence,Soccer,Men,2.5,8
2016,Lawrence,Cross Country,Men,7,4
2016,Lawrence,Basketball,Men,7,5
2016,Lawrence,Swimming,Men,7,4
2016,Lawrence,Indoor Track & Field,Men,3,8
2016,Lawrence,Tennis,Men,7.5,3
2016,Lawrence,Outdoor Track & Field,Men,3,8
2016,Lawrence,Baseball,Men,3.5,8
2016,Lawrence,Total,Men,44,7
2016,Monmouth,Football,Men,11,1
2016,Monmouth,Soccer,Men,6,5
2016,Monmouth,Cross Country,Men,9,2
2016,Monmouth,Basketball,Men,5,7
2016,Monmouth,Swimming,Men,8,3
2016,Monmouth,Indoor Track & Field,Men,10,1
2016,Monmouth,Tennis,Men,6,5
2016,Monmouth,Outdoor Track & Field,Men,10,1
2016,Monmouth,Baseball,Men,4.5,6
2016,Monmouth,Total,Men,77.5,1
2016,Ripon,Football,Men,3.5,6
2016,Ripon,Soccer,Men,1,10
2016,Ripon,Cross Country,Men,2,9
2016,Ripon,Basketball,Men,9,2
2016,Ripon,Swimming,Men,5,6
2016,Ripon,Indoor Track & Field,Men,5,6
2016,Ripon,Tennis,Men,2,9
2016,Ripon,Outdoor Track & Field,Men,5,6
2016,Ripon,Baseball,Men,5.5,5
2016,Ripon,Total,Men,38,9
2016,St. Norbert,Football,Men,10,2
2016,St. Norbert,Soccer,Men,8,3
2016,St. Norbert,Cross Country,Men,5,6
2016,St. Norbert,Basketball,Men,10,1
2016,St. Norbert,Indoor Track & Field,Men,9,2
2016,St. Norbert,Tennis,Men,5,6
2016,St. Norbert,Outdoor Track & Field,Men,8,3
2016,St. Norbert,Baseball,Men,10,1
2016,St. Norbert,Total,Men,75,2
2016,Beloit,Volleyball,Women,1,10
2016,Beloit,Soccer,Women,3,8
2016,Beloit,Cross Country,Women,5,6
2016,Beloit,Tennis,Women,1,10
2016,Beloit,Basketball,Women,2.5,8
2016,Beloit,Swimming,Women,3,8
2016,Beloit,Indoor Track & Field,Women,4,7
2016,Beloit,Outdoor Track & Field,Women,4,7
2016,Beloit,Softball,Women,2.5,8
2016,Beloit,Total,Women,26,10
2016,Cornell,Volleyball,Women,10,1
2016,Cornell,Soccer,Women,2,9
2016,Cornell,Cross Country,Women,9,2
2016,Cornell,Tennis,Women,8,3
2016,Cornell,Basketball,Women,10,1
2016,Cornell,Indoor Track & Field,Women,8,3
2016,Cornell,Outdoor Track & Field,Women,8,3
2016,Cornell,Softball,Women,9,2
2016,Cornell,Total,Women,64,3
2016,Grinnell,Volleyball,Women,8,3
2016,Grinnell,Soccer,Women,8.5,2
2016,Grinnell,Cross Country,Women,8,3
2016,Grinnell,Tennis,Women,10,1
2016,Grinnell,Basketball,Women,7,4
2016,Grinnell,Swimming,Women,10,1
2016,Grinnell,Indoor Track & Field,Women,6,5
2016,Grinnell,Outdoor Track & Field,Women,6,5
2016,Grinnell,Softball,Women,4,7
2016,Grinnell,Total,Women,77.5,2
2016,Illinois College,Volleyball,Women,5,6
2016,Illinois College,Soccer,Women,5,6
2016,Illinois College,Cross Country,Women,2,9
2016,Illinois College,Tennis,Women,3,8
2016,Illinois College,Basketball,Women,5,6
2016,Illinois College,Swimming,Women,5,6
2016,Illinois College,Indoor Track & Field,Women,7,4
2016,Illinois College,Outdoor Track & Field,Women,7,4
2016,Illinois College,Softball,Women,8,3
2016,Illinois College,Total,Women,54,4
2016,Knox,Volleyball,Women,3,8
2016,Knox,Soccer,Women,10,1
2016,Knox,Cross Country,Women,3,8
2016,Knox,Tennis,Women,5,6
2016,Knox,Basketball,Women,6,5
2016,Knox,Swimming,Women,6,5
2016,Knox,Indoor Track & Field,Women,2,9
2016,Knox,Outdoor Track & Field,Women,3,8
2016,Knox,Softball,Women,1,10
2016,Knox,Total,Women,39,8
2016,Lake Forest,Volleyball,Women,4,7
2016,Lake Forest,Soccer,Women,8.5,2
2016,Lake Forest,Cross Country,Women,7,4
2016,Lake Forest,Tennis,Women,7,4
2016,Lake Forest,Basketball,Women,4,7
2016,Lake Forest,Swimming,Women,8,3
2016,Lake Forest,Softball,Women,7,4
2016,Lake Forest,Total,Women,53.5,5
2016,Lawrence,Volleyball,Women,6.5,4
2016,Lawrence,Soccer,Women,1,10
2016,Lawrence,Cross Country,Women,4,7
2016,Lawrence,Tennis,Women,6,5
2016,Lawrence,Basketball,Women,1,10
2016,Lawrence,Swimming,Women,9,2
2016,Lawrence,Indoor Track & Field,Women,3,8
2016,Lawrence,Outdoor Track & Field,Women,2,9
2016,Lawrence,Softball,Women,2.5,8
2016,Lawrence,Total,Women,35,9
2016,Monmouth,Volleyball,Women,2,9
2016,Monmouth,Soccer,Women,4,7
2016,Monmouth,Cross Country,Women,6,5
2016,Monmouth,Tennis,Women,2,9
2016,Monmouth,Basketball,Women,2.5,8
2016,Monmouth,Swimming,Women,4,7
2016,Monmouth,Indoor Track & Field,Women,9,2
2016,Monmouth,Outdoor Track & Field,Women,9,2
2016,Monmouth,Softball,Women,6,5
2016,Monmouth,Total,Women,53.5,5
2016,Ripon,Volleyball,Women,6.5,4
2016,Ripon,Soccer,Women,6.5,4
2016,Ripon,Tennis,Women,4,7
2016,Ripon,Basketball,Women,8.5,2
2016,Ripon,Swimming,Women,7,4
2016,Ripon,Indoor Track & Field,Women,5,6
2016,Ripon,Outdoor Track & Field,Women,5,6
2016,Ripon,Softball,Women,5,6
2016,Ripon,Total,Women,47.5,7
2016,St. Norbert,Volleyball,Women,9,2
2016,St. Norbert,Soccer,Women,6.5,4
2016,St. Norbert,Cross Country,Women,10,1
2016,St. Norbert,Tennis,Women,9,2
2016,St. Norbert,Basketball,Women,8.5,2
2016,St. Norbert,Indoor Track & Field,Women,10,1
2016,St. Norbert,Outdoor Track & Field,Women,10,1
2016,St. Norbert,Softball,Women,10,1
2016,St. Norbert,Total,Women,79,1
2017,Beloit,Football,Men,2,9
2017,Beloit,Soccer,Men,3,8
2017,Beloit,Cross Country,Men,4,7
2017,Beloit,Basketball,Men,2,9
2017,Beloit,Swimming,Men,4,7
2017,Beloit,Indoor Track & Field,Men,4,7
2017,Beloit,Outdoor Track & Field,Men,7,4
2017,Beloit,Baseball,Men,3.5,7
2017,Beloit,Total,Men,29.5,10
2017,Cornell,Football,Men,5,6
2017,Cornell,Soccer,Men,5,6
2017,Cornell,Cross Country,Men,10,1
2017,Cornell,Basketball,Men,4.5,6
2017,Cornell,Indoor Track & Field,Men,7,4
2017,Cornell,Tennis,Men,4,7
2017,Cornell,Outdoor Track & Field,Men,8,3
2017,Cornell,Baseball,Men,5.5,5
2017,Cornell,Total,Men,49,6
2017,Grinnell,Football,Men,1,10
2017,Grinnell,Soccer,Men,7,4
2017,Grinnell,Cross Country,Men,9,2
2017,Grinnell,Basketball,Men,6,5
2017,Grinnell,Swimming,Men,10,1
2017,Grinnell,Indoor Track & Field,Men,3,8
2017,Grinnell,Tennis,Men,10,1
2017,Grinnell,Outdoor Track & Field,Men,1,10
2017,Grinnell,Baseball,Men,8,3
2017,Grinnell,Total,Men,55,5
2017,Illinois College,Football,Men,8,4
2017,Illinois College,Soccer,Men,6,5
2017,Illinois College,Cross Country,Men,1,10
2017,Illinois College,Basketball,Men,1,10
2017,Illinois College,Swimming,Men,5,6
2017,Illinois College,Indoor Track & Field,Men,9,2
2017,Illinois College,Tennis,Men,5,6
2017,Illinois College,Outdoor Track & Field,Men,9,2
2017,Illinois College,Baseball,Men,3.5,7
2017,Illinois College,Total,Men,55.5,4
2017,Knox,Football,Men,4,7
2017,Knox,Soccer,Men,9.5,1
2017,Knox,Cross Country,Men,3,8
2017,Knox,Basketball,Men,3,8
2017,Knox,Swimming,Men,3,8
2017,Knox,Indoor Track & Field,Men,5,6
2017,Knox,Tennis,Men,2,9
2017,Knox,Outdoor Track & Field,Men,4,7
2017,Knox,Baseball,Men,2,9
2017,Knox,Total,Men,44.5,8
2017,Lake Forest,Football,Men,9,3
2017,Lake Forest,Soccer,Men,8,3
2017,Lake Forest,Cross Country,Men,8,3
2017,Lake Forest,Basketball,Men,7,4
2017,Lake Forest,Swimming,Men,9,2
2017,Lake Forest,Indoor Track & Field,Men,1,10
2017,Lake Forest,Tennis,Men,9,2
2017,Lake Forest,Outdoor Track & Field,Men,2,9
2017,Lake Forest,Total,Men,63,3
2017,Lawrence,Football,Men,3,8
2017,Lawrence,Soccer,Men,1.5,9
2017,Lawrence,Cross Country,Men,7,4
2017,Lawrence,Basketball,Men,4.5,6
2017,Lawrence,Swimming,Men,7,4
2017,Lawrence,Indoor Track & Field,Men,6,5
2017,Lawrence,Tennis,Men,8,3
2017,Lawrence,Outdoor Track & Field,Men,3,8
2017,Lawrence,Baseball,Men,7,4
2017,Lawrence,Total,Men,47,7
2017,Monmouth,Football,Men,12,1
2017,Monmouth,Soccer,Men,4,7
2017,Monmouth,Cross Country,Men,6,5
2017,Monmouth,Basketball,Men,10,1
2017,Monmouth,Swimming,Men,6,5
2017,Monmouth,Indoor Track & Field,Men,10,1
2017,Monmouth,Tennis,Men,6.5,4
2017,Monmouth,Outdoor Track & Field,Men,10,1
2017,Monmouth,Baseball,Men,10,1
2017,Monmouth,Total,Men,80.5,1
2017,Ripon,Football,Men,6,5
2017,Ripon,Soccer,Men,1.5,9
2017,Ripon,Cross Country,Men,2,9
2017,Ripon,Basketball,Men,8.5,2
2017,Ripon,Swimming,Men,8,3
2017,Ripon,Indoor Track & Field,Men,2,9
2017,Ripon,Tennis,Men,3,8
2017,Ripon,Outdoor Track & Field,Men,5,6
2017,Ripon,Baseball,Men,5.5,5
2017,Ripon,Total,Men,41.5,9
2017,St. Norbert,Football,Men,11,2
2017,St. Norbert,Soccer,Men,9.5,1
2017,St. Norbert,Cross Country,Men,5,6
2017,St. Norbert,Basketball,Men,8.5,2
2017,St. Norbert,Indoor Track & Field,Men,8,3
2017,St. Norbert,Tennis,Men,6.5,4
2017,St. Norbert,Outdoor Track & Field,Men,6,5
2017,St. Norbert,Baseball,Men,9,2
2017,St. Norbert,Total,Men,70.5,2
2017,Beloit,Volleyball,Women,3,8
2017,Beloit,Soccer,Women,3,8
2017,Beloit,Cross Country,Women,4,7
2017,Beloit,Tennis,Women,1,10
2017,Beloit,Basketball,Women,2,9
2017,Beloit,Swimming,Women,6,5
2017,Beloit,Indoor Track & Field,Women,7,4
2017,Beloit,Outdoor Track & Field,Women,7.5,3
2017,Beloit,Softball,Women,1,10
2017,Beloit,Total,Women,34.5,10
2017,Cornell,Volleyball,Women,10,1
2017,Cornell,Soccer,Women,4.5,6
2017,Cornell,Cross Country,Women,7,4
2017,Cornell,Tennis,Women,8,3
2017,Cornell,Basketball,Women,9.5,1
2017,Cornell,Indoor Track & Field,Women,8,3
2017,Cornell,Outdoor Track & Field,Women,7.5,3
2017,Cornell,Softball,Women,6.5,4
2017,Cornell,Total,Women,61,4
2017,Grinnell,Volleyball,Women,7,3
2017,Grinnell,Soccer,Women,7.5,3
2017,Grinnell,Cross Country,Women,9,2
2017,Grinnell,Tennis,Women,10,1
2017,Grinnell,Basketball,Women,3,8
2017,Grinnell,Swimming,Women,10,1
2017,Grinnell,Indoor Track & Field,Women,4,7
2017,Grinnell,Outdoor Track & Field,Women,4,7
2017,Grinnell,Softball,Women,8,3
2017,Grinnell,Total,Women,72.5,1
2017,Illinois College,Volleyball,Women,4.5,6
2017,Illinois College,Soccer,Women,2,9
2017,Illinois College,Cross Country,Women,2,9
2017,Illinois College,Tennis,Women,3,8
2017,Illinois College,Basketball,Women,5,5
2017,Illinois College,Swimming,Women,5,6
2017,Illinois College,Indoor Track & Field,Women,5,6
2017,Illinois College,Outdoor Track & Field,Women,5,6
2017,Illinois College,Softball,Women,9,2
2017,Illinois College,Total,Women,46.5,7
2017,Knox,Volleyball,Women,1.5,9
2017,Knox,Soccer,Women,9.5,1
2017,Knox,Cross Country,Women,3,8
2017,Knox,Tennis,Women,6,5
2017,Knox,Basketball,Women,8,3
2017,Knox,Swimming,Women,3,8
2017,Knox,Indoor Track & Field,Women,3,8
2017,Knox,Outdoor Track & Field,Women,3,8
2017,Knox,Softball,Women,2,9
2017,Knox,Total,Women,39,8
2017,Lake Forest,Volleyball,Women,4.5,6
2017,Lake Forest,Soccer,Women,6,5
2017,Lake Forest,Cross Country,Women,6,5
2017,Lake Forest,Tennis,Women,9,2
2017,Lake Forest,Basketball,Women,7,4
2017,Lake Forest,Swimming,Women,9,2
2017,Lake Forest,Indoor Track & Field,Women,1,10
2017,Lake Forest,Outdoor Track & Field,Women,1,10
2017,Lake Forest,Softball,Women,10,1
2017,Lake Forest,Total,Women,61.5,3
2017,Lawrence,Volleyball,Women,7,3
2017,Lawrence,Soccer,Women,1,10
2017,Lawrence,Cross Country,Women,5,6
2017,Lawrence,Tennis,Women,5,6
2017,Lawrence,Basketball,Women,5,5
2017,Lawrence,Swimming,Women,8,3
2017,Lawrence,Indoor Track & Field,Women,2,9
2017,Lawrence,Outdoor Track & Field,Women,2,9
2017,Lawrence,Softball,Women,3,8
2017,Lawrence,Total,Women,38,9
2017,Monmouth,Volleyball,Women,1.5,9
2017,Monmouth,Soccer,Women,7.5,3
2017,Monmouth,Cross Country,Women,8,3
2017,Monmouth,Tennis,Women,4,7
2017,Monmouth,Basketball,Women,5,5
2017,Monmouth,Swimming,Women,4,7
2017,Monmouth,Indoor Track & Field,Women,9,2
2017,Monmouth,Outdoor Track & Field,Women,9,2
2017,Monmouth,Softball,Women,5,6
2017,Monmouth,Total,Women,60,5
2017,Ripon,Volleyball,Women,7,3
2017,Ripon,Soccer,Women,4.5,6
2017,Ripon,Tennis,Women,2,9
2017,Ripon,Basketball,Women,9.5,1
2017,Ripon,Swimming,Women,7,4
2017,Ripon,Indoor Track & Field,Women,6,5
2017,Ripon,Outdoor Track & Field,Women,6,5
2017,Ripon,Softball,Women,6.5,4
2017,Ripon,Total,Women,48.5,6
2017,St. Norbert,Volleyball,Women,9,2
2017,St. Norbert,Soccer,Women,9.5,1
2017,St. Norbert,Cross Country,Women,10,1
2017,St. Norbert,Tennis,Women,7,4
2017,St. Norbert,Indoor Track & Field,Women,10,1
2017,St. Norbert,Outdoor Track & Field,Women,10,1
2017,St. Norbert,Softball,Women,4,7
2017,St. Norbert,Total,Women,68.5,2
2018,Beloit,Football,Men,1,10
2018,Beloit,Soccer,Men,3,8
2018,Beloit,Cross Country,Men,3,8
2018,Beloit,Basketball,Men,3,8
2018,Beloit,Swimming,Men,3,8
2018,Beloit,Indoor Track & Field,Men,4,7
2018,Beloit,Outdoor Track & Field,Men,6,5
2018,Beloit,Baseball,Men,3.5,6
2018,Beloit,Total,Men,26.5,10
2018,Cornell,Football,Men,4,7
2018,Cornell,Soccer,Men,8,3
2018,Cornell,Cross Country,Men,10,1
2018,Cornell,Basketball,Men,2,9
2018,Cornell,Indoor Track & Field,Men,7,4
2018,Cornell,Tennis,Men,7,4
2018,Cornell,Outdoor Track & Field,Men,7,4
2018,Cornell,Baseball,Men,10,1
2018,Cornell,Total,Men,55,5
2018,Grinnell,Football,Men,2,9
2018,Grinnell,Soccer,Men,6,5
2018,Grinnell,Cross Country,Men,9,2
2018,Grinnell,Basketball,Men,9,2
2018,Grinnell,Swimming,Men,10,1
2018,Grinnell,Indoor Track & Field,Men,5,6
2018,Grinnell,Tennis,Men,10,1
2018,Grinnell,Outdoor Track & Field,Men,5,6
2018,Grinnell,Baseball,Men,5.5,4
2018,Grinnell,Total,Men,66.5,3
2018,Illinois College,Football,Men,6,6
2018,Illinois College,Soccer,Men,4,7
2018,Illinois College,Cross Country,Men,1,10
2018,Illinois College,Basketball,Men,4,7
2018,Illinois College,Swimming,Men,4,6
2018,Illinois College,Indoor Track & Field,Men,8,3
2018,Illinois College,Tennis,Men,6,5
2018,Illinois College,Outdoor Track & Field,Men,8,3
2018,Illinois College,Baseball,Men,3.5,6
2018,Illinois College,Total,Men,51.5,6
2018,Knox,Football,Men,7,5
2018,Knox,Soccer,Men,9,2
2018,Knox,Cross Country,Men,2,9
2018,Knox,Basketball,Men,1,10
2018,Knox,Swimming,Men,2,9
2018,Knox,Indoor Track & Field,Men,3,8
2018,Knox,Tennis,Men,2,9
2018,Knox,Outdoor Track & Field,Men,3,8
2018,Knox,Baseball,Men,1.5,8
2018,Knox,Total,Men,38.5,8
2018,Lake Forest,Football,Men,9,3
2018,Lake Forest,Soccer,Men,7,4
2018,Lake Forest,Cross Country,Men,8,3
2018,Lake Forest,Basketball,Men,8,3
2018,Lake Forest,Swimming,Men,9,2
2018,Lake Forest,Indoor Track & Field,Men,2,9
2018,Lake Forest,Tennis,Men,8.5,2
2018,Lake Forest,Outdoor Track & Field,Men,1,10
2018,Lake Forest,Total,Men,62.5,4
2018,Lawrence,Football,Men,3,8
2018,Lawrence,Soccer,Men,2,9
2018,Lawrence,Cross Country,Men,6,5
2018,Lawrence,Basketball,Men,5,6
2018,Lawrence,Swimming,Men,6,5
2018,Lawrence,Indoor Track & Field,Men,1,10
2018,Lawrence,Tennis,Men,8.5,2
2018,Lawrence,Outdoor Track & Field,Men,2,9
2018,Lawrence,Baseball,Men,1.5,8
2018,Lawrence,Total,Men,35,9
2018,Monmouth,Football,Men,11,2
2018,Monmouth,Soccer,Men,5,6
2018,Monmouth,Cross Country,Men,7,4
2018,Monmouth,Basketball,Men,6.5,4
2018,Monmouth,Swimming,Men,8,3
2018,Monmouth,Indoor Track & Field,Men,10,1
2018,Monmouth,Tennis,Men,4.5,6
2018,Monmouth,Outdoor Track & Field,Men,10,1
2018,Monmouth,Baseball,Men,7,3
2018,Monmouth,Total,Men,75,2
2018,Ripon,Football,Men,8,4
2018,Ripon,Soccer,Men,1,10
2018,Ripon,Cross Country,Men,4,7
2018,Ripon,Basketball,Men,6.5,4
2018,Ripon,Swimming,Men,4,6
2018,Ripon,Indoor Track & Field,Men,6,5
2018,Ripon,Tennis,Men,3,8
2018,Ripon,Outdoor Track & Field,Men,4,7
2018,Ripon,Baseball,Men,9,2
2018,Ripon,Total,Men,45.5,7
2018,St. Norbert,Football,Men,12,1
2018,St. Norbert,Soccer,Men,10,1
2018,St. Norbert,Cross Country,Men,5,6
2018,St. Norbert,Basketball,Men,10,1
2018,St. Norbert,Swimming,Men,7,4
2018,St. Norbert,Indoor Track & Field,Men,9,2
2018,St. Norbert,Tennis,Men,4.5,6
2018,St. Norbert,Outdoor Track & Field,Men,9,2
2018,St. Norbert,Baseball,Men,5.5,4
2018,St. Norbert,Total,Men,81,1
2018,Beloit,Volleyball,Women,3,7
2018,Beloit,Soccer,Women,4,6
2018,Beloit,Cross Country,Women,3,8
2018,Beloit,Tennis,Women,3,7
2018,Beloit,Basketball,Women,4.5,6
2018,Beloit,Swimming,Women,3,8
2018,Beloit,Indoor Track & Field,Women,8,3
2018,Beloit,Outdoor Track & Field,Women,8,3
2018,Beloit,Softball,Women,1,10
2018,Beloit,Total,Women,37.5,8
2018,Cornell,Volleyball,Women,10,1
2018,Cornell,Soccer,Women,4,6
2018,Cornell,Cross Country,Women,7,4
2018,Cornell,Tennis,Women,8,3
2018,Cornell,Basketball,Women,4.5,6
2018,Cornell,Indoor Track & Field,Women,3.5,7
2018,Cornell,Outdoor Track & Field,Women,4,7
2018,Cornell,Softball,Women,5.5,5
2018,Cornell,Total,Women,46.5,7
2018,Grinnell,Volleyball,Women,8.5,2
2018,Grinnell,Soccer,Women,9,2
2018,Grinnell,Cross Country,Women,8,3
2018,Grinnell,Tennis,Women,9,2
2018,Grinnell,Basketball,Women,2.5,8
2018,Grinnell,Swimming,Women,10,1
2018,Grinnell,Indoor Track & Field,Women,6,5
2018,Grinnell,Outdoor Track & Field,Women,7,4
2018,Grinnell,Softball,Women,8,2
2018,Grinnell,Total,Women,78,2
2018,Illinois College,Volleyball,Women,7,4
2018,Illinois College,Soccer,Women,2,9
2018,Illinois College,Tennis,Women,3,7
2018,Illinois College,Basketball,Women,2.5,8
2018,Illinois College,Swimming,Women,7,4
2018,Illinois College,Indoor Track & Field,Women,7,4
2018,Illinois College,Outdoor Track & Field,Women,5,6
2018,Illinois College,Softball,Women,8,2
2018,Illinois College,Total,Women,48.5,6
2018,Knox,Volleyball,Women,1,10
2018,Knox,Soccer,Women,10,1
2018,Knox,Cross Country,Women,2,9
2018,Knox,Tennis,Women,1,10
2018,Knox,Basketball,Women,6.5,4
2018,Knox,Swimming,Women,2,9
2018,Knox,Indoor Track & Field,Women,1,10
2018,Knox,Outdoor Track & Field,Women,2.5,8
2018,Knox,Softball,Women,2,9
2018,Knox,Total,Women,28,10
2018,Lake Forest,Volleyball,Women,6,5
2018,Lake Forest,Soccer,Women,6,5
2018,Lake Forest,Cross Country,Women,6,5
2018,Lake Forest,Tennis,Women,10,1
2018,Lake Forest,Basketball,Women,8,3
2018,Lake Forest,Swimming,Women,8,3
2018,Lake Forest,Indoor Track & Field,Women,3.5,7
2018,Lake Forest,Outdoor Track & Field,Women,1,10
2018,Lake Forest,Softball,Women,10,1
2018,Lake Forest,Total,Women,67.5,3
2018,Lawrence,Volleyball,Women,3,7
2018,Lawrence,Soccer,Women,1,10
2018,Lawrence,Cross Country,Women,5,6
2018,Lawrence,Tennis,Women,3,7
2018,Lawrence,Basketball,Women,1,10
2018,Lawrence,Swimming,Women,9,2
2018,Lawrence,Indoor Track & Field,Women,2,9
2018,Lawrence,Outdoor Track & Field,Women,2.5,8
2018,Lawrence,Softball,Women,4,7
2018,Lawrence,Total,Women,30.5,9
2018,Monmouth,Volleyball,Women,3,7
2018,Monmouth,Soccer,Women,4,6
2018,Monmouth,Cross Country,Women,9,2
2018,Monmouth,Tennis,Women,5,6
2018,Monmouth,Basketball,Women,9,2
2018,Monmouth,Swimming,Women,5,6
2018,Monmouth,Indoor Track & Field,Women,9,2
2018,Monmouth,Outdoor Track & Field,Women,9,2
2018,Monmouth,Softball,Women,5.5,5
2018,Monmouth,Total,Women,66.5,4
2018,Ripon,Volleyball,Women,5,6
2018,Ripon,Soccer,Women,7,4
2018,Ripon,Cross Country,Women,4,7
2018,Ripon,Tennis,Women,6,5
2018,Ripon,Basketball,Women,10,1
2018,Ripon,Swimming,Women,4,7
2018,Ripon,Indoor Track & Field,Women,5,6
2018,Ripon,Outdoor Track & Field,Women,6,5
2018,Ripon,Softball,Women,3,8
2018,Ripon,Total,Women,50,5
2018,St. Norbert,Volleyball,Women,8.5,2
2018,St. Norbert,Soccer,Women,8,3
2018,St. Norbert,Cross Country,Women,10,1
2018,St. Norbert,Tennis,Women,7,4
2018,St. Norbert,Basketball,Women,6.5,4
2018,St. Norbert,Swimming,Women,6,5
2018,St. Norbert,Indoor Track & Field,Women,10,1
2018,St. Norbert,Outdoor Track & Field,Women,10,1
2018,St. Norbert,Softball,Women,8,2
2018,St. Norbert,Total,Women,80,1
2019,Beloit,Football,Men,3,8
2019,Beloit,Soccer,Men,3,8
2019,Beloit,Cross Country,Men,3,8
2019,Beloit,Basketball,Men,3,8
2019,Beloit,Swimming,Men,4,7
2019,Beloit,Indoor Track & Field,Men,1,10
2019,Beloit,Total,Men,14,10
2019,Cornell,Football,Men,6,6
2019,Cornell,Soccer,Men,5,6
2019,Cornell,Cross Country,Men,6,5
2019,Cornell,Basketball,Men,6,4
2019,Cornell,Indoor Track & Field,Men,5,6
2019,Cornell,Total,Men,22,8
2019,Grinnell,Soccer,Men,4,7
2019,Grinnell,Cross Country,Men,10,1
2019,Grinnell,Basketball,Men,6,4
2019,Grinnell,Swimming,Men,10,1
2019,Grinnell,Indoor Track & Field,Men,8,3
2019,Grinnell,Total,Men,32,4
2019,Illinois College,Football,Men,8,4
2019,Illinois College,Soccer,Men,2,9
2019,Illinois College,Cross Country,Men,2,9
2019,Illinois College,Basketball,Men,1,10
2019,Illinois College,Swimming,Men,5,6
2019,Illinois College,Indoor Track & Field,Men,7,4
2019,Illinois College,Total,Men,24,5
2019,Knox,Football,Men,4,7
2019,Knox,Soccer,Men,10,1
2019,Knox,Cross Country,Men,1,10
2019,Knox,Basketball,Men,2,9
2019,Knox,Swimming,Men,2,9
2019,Knox,Indoor Track & Field,Men,3,8
2019,Knox,Total,Men,20,9
2019,Lake Forest,Football,Men,9,3
2019,Lake Forest,Soccer,Men,9,2
2019,Lake Forest,Cross Country,Men,4,7
2019,Lake Forest,Basketball,Men,8,3
2019,Lake Forest,Swimming,Men,9,2
2019,Lake Forest,Indoor Track & Field,Men,2,9
2019,Lake Forest,Total,Men,33,3
2019,Lawrence,Football,Men,2,9
2019,Lawrence,Soccer,Men,6,5
2019,Lawrence,Cross Country,Men,5,6
2019,Lawrence,Basketball,Men,4,7
2019,Lawrence,Swimming,Men,6,5
2019,Lawrence,Indoor Track & Field,Men,4,7
2019,Lawrence,Total,Men,23,7
2019,Monmouth,Football,Men,12,1
2019,Monmouth,Soccer,Men,7,4
2019,Monmouth,Cross Country,Men,9,2
2019,Monmouth,Basketball,Men,6,4
2019,Monmouth,Swimming,Men,7,4
2019,Monmouth,Indoor Track & Field,Men,10,1
2019,Monmouth,Total,Men,45,1
2019,Ripon,Football,Men,7,5
2019,Ripon,Soccer,Men,1,10
2019,Ripon,Cross Country,Men,7,4
2019,Ripon,Basketball,Men,9,2
2019,Ripon,Swimming,Men,3,8
2019,Ripon,Indoor Track & Field,Men,6,5
2019,Ripon,Total,Men,24,5
2019,St. Norbert,Football,Men,11,2
2019,St. Norbert,Soccer,Men,8,3
2019,St. Norbert,Cross Country,Men,8,3
2019,St. Norbert,Basketball,Men,10,1
2019,St. Norbert,Swimming,Men,8,3
2019,St. Norbert,Indoor Track & Field,Men,9,2
2019,St. Norbert,Total,Men,44,2
2019,Beloit,Volleyball,Women,1,10
2019,Beloit,Soccer,Women,2,9
2019,Beloit,Cross Country,Women,3,8
2019,Beloit,Tennis,Women,3,8
2019,Beloit,Basketball,Women,1,10
2019,Beloit,Swimming,Women,2,9
2019,Beloit,Indoor Track & Field,Women,5,6
2019,Beloit,Total,Women,17,10
2019,Cornell,Volleyball,Women,10,1
2019,Cornell,Soccer,Women,9,2
2019,Cornell,Cross Country,Women,8,3
2019,Cornell,Tennis,Women,6,5
2019,Cornell,Basketball,Women,8,3
2019,Cornell,Indoor Track & Field,Women,3,8
2019,Cornell,Total,Women,44,5
2019,Grinnell,Volleyball,Women,7.5,3
2019,Grinnell,Soccer,Women,5,6
2019,Grinnell,Cross Country,Women,10,1
2019,Grinnell,Tennis,Women,10,1
2019,Grinnell,Basketball,Women,3,8
