Year,Gender,Sport,School,Expense,Accumulative Growth,Yearly Change
2020,Men,Basketball,Ripon,80183.0,1.265674327566612,-0.3856320826277842
2021,Men,Basketball,Ripon,124860.0,1.970892789493623,0.557187932604168
2022,Men,Basketball,Ripon,124193.0,1.9603643136759692,-0.005341983020983501
2003,Women,Basketball,Ripon,58119.0,1.0,0.0
2004,Women,Basketball,Ripon,37827.0,0.6508542817323079,-0.34914571826769214
2005,Women,Basketball,Ripon,61045.0,1.0503449818475885,0.6137943796758929
2006,Women,Basketball,Ripon,71044.0,1.2223885476350247,0.1637971987877795
2007,Women,Basketball,Ripon,86118.0,1.4817529551437567,0.21217836833511627
2008,Women,Basketball,Ripon,115576.0,1.988609576902562,0.34206553798276784
2009,Women,Basketball,Ripon,57828.0,0.9949930315387395,-0.4996539073856164
2010,Women,Basketball,Ripon,61756.0,1.0625785027271633,0.06792557238707893
2011,Women,Basketball,Ripon,65525.0,1.1274282076429394,0.0610305071571993
2012,Women,Basketball,Ripon,63502.0,1.0926203134947263,-0.030873712323540633
2013,Women,Basketball,Ripon,80805.0,1.3903370670520827,0.27247960694151363
2014,Women,Basketball,Ripon,75110.0,1.2923484574751802,-0.07047831198564446
2015,Women,Basketball,Ripon,82757.0,1.423923329720057,0.10181067767274664
2016,Women,Basketball,Ripon,82550.0,1.4203616717424594,-0.0025012989837717653
2017,Women,Basketball,Ripon,120403.0,2.071663311481615,0.4585463355542096
2018,Women,Basketball,Ripon,123311.0,2.1216985839398474,0.02415222212071128
2019,Women,Basketball,Ripon,77442.0,1.3324730294740101,-0.37197816901979547
2020,Women,Basketball,Ripon,92291.0,1.5879660696157882,0.19174349836006302
2021,Women,Basketball,Ripon,113812.0,1.9582580567456425,0.23318633452882728
2022,Women,Basketball,Ripon,122710.0,2.111357731550784,0.07818156257688118
2003,Men,Cross Country,Ripon,11507.0,1.0,0.0
2004,Men,Cross Country,Ripon,9549.0,0.8298427044407751,-0.17015729555922482
2005,Men,Cross Country,Ripon,12728.0,1.1061093247588425,0.3329144413027542
2006,Men,Cross Country,Ripon,10950.0,0.9515946814982185,-0.13969201759899436
2007,Men,Cross Country,Ripon,12466.0,1.08334057530199,0.1384474885844749
2008,Men,Cross Country,Ripon,14309.0,1.2435039541148867,0.147842130595219
2009,Men,Cross Country,Ripon,12914.0,1.12227339880073,-0.09749108952407576
2010,Men,Cross Country,Ripon,14327.0,1.2450682193447467,0.10941613752516649
2011,Men,Cross Country,Ripon,14744.0,1.281307030503172,0.029105883995253715
2012,Men,Cross Country,Ripon,17473.0,1.5184670200747372,0.18509224091155724
2013,Men,Cross Country,Ripon,19821.0,1.722516728947597,0.1343787557946546
2014,Men,Cross Country,Ripon,15804.0,1.3734248718171547,-0.20266384138035418
2015,Men,Cross Country,Ripon,17373.0,1.5097766576866256,0.09927866362946089
2016,Men,Cross Country,Ripon,16958.0,1.4737116537759625,-0.023887641742934437
2017,Men,Cross Country,Ripon,30041.0,2.6106717650126012,0.7714942799858474
2018,Men,Cross Country,Ripon,30912.0,2.686364821413053,0.028993708598249058
2019,Men,Cross Country,Ripon,35233.0,3.0618753802033547,0.1397839026915114
2021,Men,Cross Country,Ripon,40618.0,3.5298513948031633,0.15283966735730706
2022,Men,Cross Country,Ripon,44641.0,3.8794646736768925,0.09904475848146142
2003,Women,Cross Country,Ripon,11507.0,1.0,0.0
2004,Women,Cross Country,Ripon,9549.0,0.8298427044407751,-0.17015729555922482
2005,Women,Cross Country,Ripon,12728.0,1.1061093247588425,0.3329144413027542
2006,Women,Cross Country,Ripon,10950.0,0.9515946814982185,-0.13969201759899436
2007,Women,Cross Country,Ripon,12466.0,1.08334057530199,0.1384474885844749
2008,Women,Cross Country,Ripon,11817.0,1.0269401234031459,-0.052061607572597465
2009,Women,Cross Country,Ripon,11842.0,1.029112714000174,0.0021155961750021156
2010,Women,Cross Country,Ripon,14327.0,1.2450682193447467,0.2098463097449755
2011,Women,Cross Country,Ripon,14744.0,1.281307030503172,0.029105883995253715
2012,Women,Cross Country,Ripon,17473.0,1.5184670200747372,0.18509224091155724
2013,Women,Cross Country,Ripon,25098.0,2.1811071521682455,0.43638756939277745
2014,Women,Cross Country,Ripon,16487.0,1.4327800469279568,-0.3430950673360427
2015,Women,Cross Country,Ripon,19752.0,1.7165203788998,0.19803481530903136
2016,Women,Cross Country,Ripon,16521.0,1.4357347701399148,-0.16357837181044957
2017,Women,Cross Country,Ripon,29427.0,2.557312939949596,0.7811875794443436
2018,Women,Cross Country,Ripon,30912.0,2.686364821413053,0.050463859720664694
2019,Women,Cross Country,Ripon,37150.0,3.2284696271834536,0.20179865424430643
2021,Women,Cross Country,Ripon,38694.0,3.3626488224558964,0.041561238223418576
2022,Women,Cross Country,Ripon,43594.0,3.788476579473364,0.12663462035457693
2003,Men,Football,Ripon,87480.0,1.0,0.0
2004,Men,Football,Ripon,67196.0,0.768129858253315,-0.23187014174668497
2005,Men,Football,Ripon,90580.0,1.0354366712391403,0.3479969045776534
2006,Men,Football,Ripon,104713.0,1.1969935985368083,0.15602782071097374
2007,Men,Football,Ripon,131054.0,1.4981024234110654,0.25155424827862827
2008,Men,Football,Ripon,147400.0,1.6849565614997715,0.12472721168373342
2009,Men,Football,Ripon,121158.0,1.3849794238683129,-0.1780325644504749
2010,Men,Football,Ripon,148281.0,1.6950274348422496,0.2238647055910464
2011,Men,Football,Ripon,145665.0,1.6651234567901234,-0.01764217937564489
2012,Men,Football,Ripon,145737.0,1.6659465020576132,0.0004942848316342293
2013,Men,Football,Ripon,138967.0,1.588557384545039,-0.04645354302613612
2014,Men,Football,Ripon,133616.0,1.5273891175125742,-0.03850554448178344
2015,Men,Football,Ripon,135237.0,1.5459190672153635,0.01213178062507484
2016,Men,Football,Ripon,166451.0,1.902732053040695,0.23080961571167655
2017,Men,Football,Ripon,208429.0,2.3825903063557385,0.252194339475281
2018,Men,Football,Ripon,209334.0,2.3929355281207134,0.004342006150775564
2019,Men,Football,Ripon,267551.0,3.058424782807499,0.278105802210821
2020,Men,Football,Ripon,187826.0,2.1470736168267033,-0.29798057192834265
2021,Men,Football,Ripon,322818.0,3.6901920438957476,0.7187077401424723
2022,Men,Football,Ripon,346964.0,3.966209419295839,0.07479756395244379
2003,Men,Golf,Ripon,8843.0,1.0,0.0
2004,Men,Golf,Ripon,4999.0,0.5653058916657243,-0.4346941083342757
2005,Men,Golf,Ripon,5786.0,0.6543028384032568,0.15743148629725945
2006,Men,Golf,Ripon,8457.0,0.9563496550944249,0.46163152436916693
2007,Men,Golf,Ripon,11482.0,1.298428135248219,0.35769185290292066
2008,Men,Golf,Ripon,10967.0,1.2401899807757548,-0.04485281309876328
2009,Men,Golf,Ripon,10424.0,1.1787854800407103,-0.04951217288228321
2010,Men,Golf,Ripon,18108.0,2.0477213615288927,0.737145049884881
2011,Men,Golf,Ripon,8182.0,0.9252516114440801,-0.5481555113761873
2012,Men,Golf,Ripon,4695.0,0.5309284179577066,-0.4261794182351503
2013,Men,Golf,Ripon,1503.0,0.16996494402352144,-0.6798722044728435
2014,Men,Golf,Ripon,1200.0,0.13570055411059595,-0.20159680638722555
2003,Women,Golf,Ripon,4774.0,1.0,0.0
2004,Women,Golf,Ripon,3689.0,0.7727272727272727,-0.22727272727272727
2005,Women,Golf,Ripon,5859.0,1.2272727272727273,0.5882352941176471
2006,Women,Golf,Ripon,9085.0,1.9030163385002095,0.5506059054446151
2007,Women,Golf,Ripon,10981.0,2.3001675743611227,0.20869565217391303
2008,Women,Golf,Ripon,9653.0,2.0219941348973607,-0.12093616246243512
2009,Women,Golf,Ripon,10037.0,2.10242982823628,0.039780379156738835
2010,Women,Golf,Ripon,8738.0,1.8303309593632173,-0.1294211417754309
2011,Women,Golf,Ripon,11683.0,2.4472140762463344,0.33703364614328224
2012,Women,Golf,Ripon,3429.0,0.7182656053623796,-0.7064966190190876
2013,Women,Golf,Ripon,1181.0,0.24738165060745707,-0.6555847185768445
2014,Women,Golf,Ripon,1123.0,0.2352325094260578,-0.04911092294665537
2003,Men,Soccer,Ripon,31578.0,1.0,0.0
2004,Men,Soccer,Ripon,15523.0,0.4915764139590854,-0.5084235860409145
2005,Men,Soccer,Ripon,29478.0,0.9334980049401482,0.8989885975649037
2006,Men,Soccer,Ripon,24238.0,0.7675596934574704,-0.17775968518895446
2007,Men,Soccer,Ripon,27990.0,0.8863765912977389,0.15479825068074923
2008,Men,Soccer,Ripon,27930.0,0.8844765342960289,-0.0021436227224008574
2009,Men,Soccer,Ripon,31900.0,1.010196972575844,0.14214106695309703
2010,Men,Soccer,Ripon,29445.0,0.9324529735892076,-0.07695924764890281
2011,Men,Soccer,Ripon,46559.0,1.4744125657103047,0.5812192222788249
2012,Men,Soccer,Ripon,55573.0,1.7598644626005446,0.19360381451491657
2013,Men,Soccer,Ripon,58330.0,1.8471720818291215,0.0496104223273892
2014,Men,Soccer,Ripon,59594.0,1.8871999493318132,0.021669809703411622
2015,Men,Soccer,Ripon,41156.0,1.3033124327063146,-0.30939356311038024
2016,Men,Soccer,Ripon,57107.0,1.8084425866109317,0.387574108270969
2017,Men,Soccer,Ripon,55013.0,1.7421305972512509,-0.036668009175757785
2018,Men,Soccer,Ripon,85798.0,2.7170181772119832,0.5595950048170433
2019,Men,Soccer,Ripon,58119.0,1.8404902147064413,-0.32260658756614374
2020,Men,Soccer,Ripon,64482.0,2.041991259737792,0.10948226913745936
2021,Men,Soccer,Ripon,120189.0,3.806099182975489,0.8639155113054806
2022,Men,Soccer,Ripon,105546.0,3.342390271708151,-0.12183311284726556
2003,Women,Soccer,Ripon,28523.0,1.0,0.0
2004,Women,Soccer,Ripon,13385.0,0.4692704133506293,-0.5307295866493706
2005,Women,Soccer,Ripon,20174.0,0.7072888546085615,0.5072095629435935
2006,Women,Soccer,Ripon,27983.0,0.9810679101076324,0.38708238326558936
2007,Women,Soccer,Ripon,29179.0,1.022998983276654,0.04274023514276525
2008,Women,Soccer,Ripon,27610.0,0.9679907443116081,-0.05377154803111827
2009,Women,Soccer,Ripon,34688.0,1.2161413596045296,0.2563563926113727
2010,Women,Soccer,Ripon,33227.0,1.1649195386179574,-0.04211831180811808
2011,Women,Soccer,Ripon,46922.0,1.6450583739438347,0.4121648057302796
2012,Women,Soccer,Ripon,58260.0,2.0425621428321006,0.2416350539192703
2013,Women,Soccer,Ripon,56743.0,1.9893769940048383,-0.02603844833504978
2014,Women,Soccer,Ripon,59783.0,2.095957648213722,0.05357489029483813
2015,Women,Soccer,Ripon,62659.0,2.1967885566034426,0.04810732147935032
2016,Women,Soccer,Ripon,72489.0,2.5414227114959855,0.1568808950031121
2017,Women,Soccer,Ripon,77077.0,2.7022753567296567,0.06329236159969098
2018,Women,Soccer,Ripon,95083.0,3.333555376362935,0.233610545298857
2019,Women,Soccer,Ripon,98481.0,3.452687304981944,0.035737198026986945
2020,Women,Soccer,Ripon,77151.0,2.7048697542334255,-0.21659000213239102
2021,Women,Soccer,Ripon,129917.0,4.554815412123549,0.6839315109331052
2022,Women,Soccer,Ripon,103617.0,3.632752515513796,-0.2024369405081706
2003,Women,Softball,Ripon,40887.0,1.0,0.0
2004,Women,Softball,Ripon,32645.0,0.7984200357081713,-0.2015799642918287
2005,Women,Softball,Ripon,44618.0,1.091251498031159,0.3667636697809772
2006,Women,Softball,Ripon,44926.0,1.098784454716658,0.006903043614684657
2007,Women,Softball,Ripon,68234.0,1.668843397656957,0.5188087076525842
2008,Women,Softball,Ripon,53032.0,1.2970381783941105,-0.22279215640296626
2009,Women,Softball,Ripon,44315.0,1.0838408296035416,-0.16437245436717454
2010,Women,Softball,Ripon,41407.0,1.0127179788196736,-0.06562112151641657
2011,Women,Softball,Ripon,60611.0,1.4824027196908554,0.46378631632332695
2012,Women,Softball,Ripon,75826.0,1.8545258884241935,0.25102704129613435
2013,Women,Softball,Ripon,69732.0,1.7054809597182479,-0.08036821143143513
2014,Women,Softball,Ripon,66001.0,1.6142294616870887,-0.0535048471290082
2015,Women,Softball,Ripon,63093.0,1.543106610903221,-0.04405993848578052
2016,Women,Softball,Ripon,64736.0,1.5832905324430748,0.026040923715784637
2017,Women,Softball,Ripon,76930.0,1.8815271357644239,0.1883650519031142
2018,Women,Softball,Ripon,97390.0,2.3819306870154326,0.2659560639542441
2019,Women,Softball,Ripon,77442.0,1.8940494533714873,-0.20482595749050211
2020,Women,Softball,Ripon,105129.0,2.5712084525643846,0.35751917564112495
2021,Women,Softball,Ripon,126285.0,3.0886345293124955,0.20123847844077278
2022,Women,Softball,Ripon,122590.0,2.998263506738083,-0.02925921526705468
2010,Men,Swimming and Diving,Ripon,15481.0,1.0,
2011,Men,Swimming and Diving,Ripon,8933.0,0.5770299076287062,-0.42297009237129385
2010,Women,Swimming and Diving,Ripon,15481.0,1.0,
2011,Women,Swimming and Diving,Ripon,8697.0,0.561785414378916,-0.4382145856210839
2019,Women,Swimming and Diving,Ripon,48091.0,3.1064530715070084,4.52960791077383
2020,Women,Swimming and Diving,Ripon,35678.0,2.3046314837542794,-0.2581148239795388
2021,Women,Swimming and Diving,Ripon,54524.0,3.5219947031845487,0.5282246762710914
2003,Men,Tennis,Ripon,23525.0,1.0,0.0
2004,Men,Tennis,Ripon,9986.0,0.4244845908607864,-0.5755154091392136
2005,Men,Tennis,Ripon,14825.0,0.6301806588735388,0.48457840977368316
2006,Men,Tennis,Ripon,10552.0,0.4485441020191286,-0.2882293423271501
2007,Men,Tennis,Ripon,10946.0,0.46529224229543037,0.037338893100833964
2008,Men,Tennis,Ripon,13631.0,0.5794261424017003,0.2452950849625434
2009,Men,Tennis,Ripon,12843.0,0.5459298618490968,-0.05780940503264617
2010,Men,Tennis,Ripon,13075.0,0.5557917109458024,0.018064315191154715
2011,Men,Tennis,Ripon,15475.0,0.6578108395324124,0.1835564053537285
2012,Men,Tennis,Ripon,16350.0,0.6950053134962806,0.05654281098546042
2013,Men,Tennis,Ripon,19079.0,0.811009564293305,0.16691131498470949
2014,Men,Tennis,Ripon,23291.0,0.9900531349628056,0.22076628754127575
2015,Men,Tennis,Ripon,20070.0,0.853134962805526,-0.1382937615387918
2016,Men,Tennis,Ripon,18917.0,0.8041232731137088,-0.05744892874937718
2017,Men,Tennis,Ripon,14931.0,0.6346865037194473,-0.21070994343712005
2018,Men,Tennis,Ripon,33943.0,1.4428480340063763,1.2733239568682606
2019,Men,Tennis,Ripon,15115.0,0.6425079702444209,-0.5546946351235895
2020,Men,Tennis,Ripon,28018.0,1.1909883103081829,0.8536553092954019
2021,Men,Tennis,Ripon,35699.0,1.5174920297555792,0.2741451923763295
2022,Men,Tennis,Ripon,37118.0,1.5778108395324124,0.03974901257738312
2003,Women,Tennis,Ripon,17556.0,1.0,0.0
2004,Women,Tennis,Ripon,4795.0,0.2731259968102073,-0.7268740031897927
2005,Women,Tennis,Ripon,12672.0,0.7218045112781954,1.6427528675703857
2006,Women,Tennis,Ripon,15169.0,0.8640350877192983,0.1970486111111111
2007,Women,Tennis,Ripon,22551.0,1.284518113465482,0.48665040543213134
2008,Women,Tennis,Ripon,31138.0,1.7736386420596948,0.3807813400736109
2009,Women,Tennis,Ripon,21547.0,1.2273296878560036,-0.30801592908985803
2010,Women,Tennis,Ripon,21014.0,1.196969696969697,-0.02473662226760106
2011,Women,Tennis,Ripon,12353.0,0.7036340852130326,-0.4121538022270867
2012,Women,Tennis,Ripon,10371.0,0.5907382091592618,-0.16044685501497613
2013,Women,Tennis,Ripon,15263.0,0.8693893825472773,0.471699932504098
2014,Women,Tennis,Ripon,16496.0,0.9396217817270449,0.08078359431304462
2015,Women,Tennis,Ripon,17129.0,0.9756778309409888,0.0383729388942774
2016,Women,Tennis,Ripon,14649.0,0.8344155844155844,-0.14478370015762743
2017,Women,Tennis,Ripon,15744.0,0.8967874231032126,0.07474912963342208
2018,Women,Tennis,Ripon,36866.0,2.0999088630667577,1.3415904471544715
2019,Women,Tennis,Ripon,19212.0,1.0943267259056733,-0.47886941897683505
2021,Women,Tennis,Ripon,35624.0,2.0291638186375027,0.8542577555694357
2022,Women,Tennis,Ripon,36614.0,2.085554796081112,0.027790253761509096
2003,Men,Track and Fields,Ripon,36470.0,1.0,0.0
2004,Men,Track and Fields,Ripon,12900.0,0.35371538250616946,-0.6462846174938306
2005,Men,Track and Fields,Ripon,30930.0,0.8480943241020017,1.3976744186046512
2006,Men,Track and Fields,Ripon,23064.0,0.6324102001645188,-0.2543161978661494
2007,Men,Track and Fields,Ripon,32486.0,0.89075952837949,0.4085154353104405
2008,Men,Track and Fields,Ripon,36012.0,0.9874417329311763,0.10853906298097642
2009,Men,Track and Fields,Ripon,32116.0,0.8806142034548944,-0.10818616016883262
2010,Men,Track and Fields,Ripon,35994.0,0.9869481765834933,0.12074978204010461
2011,Men,Track and Fields,Ripon,38060.0,1.0435974773786674,0.05739845529810524
2012,Men,Track and Fields,Ripon,45156.0,1.238168357554154,0.18644245927482922
2013,Men,Track and Fields,Ripon,63552.0,1.7425829448862078,0.4073877225617858
2014,Men,Track and Fields,Ripon,47419.0,1.300219358376748,-0.253855110775428
2015,Men,Track and Fields,Ripon,47964.0,1.3151631477927064,0.011493283283072185
2016,Men,Track and Fields,Ripon,46938.0,1.2870304359747737,-0.021391043282461848
2017,Men,Track and Fields,Ripon,45697.0,1.2530024677817384,-0.026439132472623462
2018,Men,Track and Fields,Ripon,77060.0,2.112969564025226,0.6863251416942031
2019,Men,Track and Fields,Ripon,56266.0,1.5428023032629559,-0.2698416818063846
2020,Men,Track and Fields,Ripon,50780.0,1.3923772964080066,-0.09750115522695767
2021,Men,Track and Fields,Ripon,99785.0,2.736084452975048,0.9650452934226074
2022,Men,Track and Fields,Ripon,87687.0,2.4043597477378666,-0.12124066743498522
2003,Women,Track and Fields,Ripon,36470.0,1.0,0.0
2004,Women,Track and Fields,Ripon,12900.0,0.35371538250616946,-0.6462846174938306
2005,Women,Track and Fields,Ripon,30930.0,0.8480943241020017,1.3976744186046512
2006,Women,Track and Fields,Ripon,23064.0,0.6324102001645188,-0.2543161978661494
2007,Women,Track and Fields,Ripon,32486.0,0.89075952837949,0.4085154353104405
2008,Women,Track and Fields,Ripon,23396.0,0.6415135727995613,-0.2798128424552115
2009,Women,Track and Fields,Ripon,26132.0,0.7165341376473814,0.11694306719097282
2010,Women,Track and Fields,Ripon,35994.0,0.9869481765834933,0.3773917036583499
2011,Women,Track and Fields,Ripon,38060.0,1.0435974773786674,0.05739845529810524
2012,Women,Track and Fields,Ripon,45156.0,1.238168357554154,0.18644245927482922
2013,Women,Track and Fields,Ripon,49972.0,1.3702221003564574,0.10665249357781911
2014,Women,Track and Fields,Ripon,39185.0,1.0744447491088567,-0.2158608820939726
2015,Women,Track and Fields,Ripon,39014.0,1.0697559638058678,-0.004363914763302284
2016,Women,Track and Fields,Ripon,50629.0,1.3882369070468878,0.2977136412569847
2017,Women,Track and Fields,Ripon,51269.0,1.405785577186729,0.012640976515435817
2018,Women,Track and Fields,Ripon,81759.0,2.2418151905675896,0.5947063527667792
2019,Women,Track and Fields,Ripon,55475.0,1.521113243761996,-0.3214814271211732
2020,Women,Track and Fields,Ripon,54072.0,1.4826432684398136,-0.025290671473636773
2021,Women,Track and Fields,Ripon,98100.0,2.6898820948724977,0.8142476697736352
2022,Women,Track and Fields,Ripon,88544.0,2.4278585138469975,-0.09741080530071355
2003,Women,Volleyball,Ripon,40692.0,1.0,0.0
2004,Women,Volleyball,Ripon,26926.0,0.6617025459549789,-0.33829745404502115
2005,Women,Volleyball,Ripon,37357.0,0.9180428585471345,0.3873950828195796
2006,Women,Volleyball,Ripon,39487.0,0.9703872997149317,0.057017426452873624
2007,Women,Volleyball,Ripon,55030.0,1.3523542711098004,0.39362321776787296
2008,Women,Volleyball,Ripon,61050.0,1.5002948982601003,0.1093948755224423
2009,Women,Volleyball,Ripon,44809.0,1.1011746780693994,-0.266027846027846
2010,Women,Volleyball,Ripon,50513.0,1.241349651037059,0.12729585574326585
2011,Women,Volleyball,Ripon,63572.0,1.5622726825911728,0.25852750777027694
2012,Women,Volleyball,Ripon,54859.0,1.3481519709033716,-0.1370571949915057
2013,Women,Volleyball,Ripon,54749.0,1.3454487368524526,-0.002005140450974316
2014,Women,Volleyball,Ripon,57715.0,1.4183377568072348,0.05417450547041955
2015,Women,Volleyball,Ripon,66576.0,1.6360955470362726,0.1535302780906177
2016,Women,Volleyball,Ripon,59834.0,1.47041187456994,-0.1012677241047825
2017,Women,Volleyball,Ripon,60489.0,1.486508404600413,0.010946953237289836
2018,Women,Volleyball,Ripon,105339.0,2.588690651725155,0.7414571244358479
2019,Women,Volleyball,Ripon,67437.0,1.6572544971984666,-0.35980975707003104
2020,Women,Volleyball,Ripon,47940.0,1.1781185491005604,-0.28911428444325815
2021,Women,Volleyball,Ripon,70483.0,1.7321095055539173,0.47023362536503965
2022,Women,Volleyball,Ripon,75639.0,1.858817457976998,0.07315239135678107
2003,Men,Baseball,St Norbert College,46792.0,1.0,0.0
2004,Men,Baseball,St Norbert College,59370.0,1.2688066336125834,0.26880663361258333
2005,Men,Baseball,St Norbert College,47953.0,1.0248119336638741,-0.1923025096850261
2006,Men,Baseball,St Norbert College,57627.0,1.2315566763549324,0.20173920296957437
2007,Men,Baseball,St Norbert College,63632.0,1.3598905795862541,0.10420462630364238
2008,Men,Baseball,St Norbert College,77966.0,1.666224995725765,0.22526401810409857
2009,Men,Baseball,St Norbert College,75765.0,1.619187040519747,-0.02823025421337506
2010,Men,Baseball,St Norbert College,75869.0,1.6214096426739613,0.0013726654787830793
2011,Men,Baseball,St Norbert College,98812.0,2.111728500598393,0.30240282592363155
2012,Men,Baseball,St Norbert College,100973.0,2.1579116088220207,0.02186981338298992
2013,Men,Baseball,St Norbert College,125928.0,2.6912292699606772,0.24714527646004378
2014,Men,Baseball,St Norbert College,115260.0,2.4632415797572236,-0.08471507528111302
2015,Men,Baseball,St Norbert College,124343.0,2.657355958283467,0.07880444213083464
2016,Men,Baseball,St Norbert College,149991.0,3.2054838433920327,0.20626814537207563
2017,Men,Baseball,St Norbert College,121425.0,2.594994870918106,-0.19045142708562512
2018,Men,Baseball,St Norbert College,215201.0,4.599098136433579,0.772295655754581
2019,Men,Baseball,St Norbert College,168826.0,3.608009916224996,-0.21549621051946785
2020,Men,Baseball,St Norbert College,109487.0,2.3398657890237646,-0.3514802222406501
2021,Men,Baseball,St Norbert College,224271.0,4.792934689690545,1.048380172988574
2022,Men,Baseball,St Norbert College,256855.0,5.489293041545563,0.1452885125584672
2003,Men,Basketball,St Norbert College,86018.0,1.0,0.0
2004,Men,Basketball,St Norbert College,81812.0,0.9511032574577414,-0.0488967425422586
2005,Men,Basketball,St Norbert College,87774.0,1.0204143318840242,0.07287439495428544
2006,Men,Basketball,St Norbert College,115463.0,1.3423120742170243,0.3154578804657416
2007,Men,Basketball,St Norbert College,128437.0,1.4931409704945477,0.11236500004330391
2008,Men,Basketball,St Norbert College,190004.0,2.208886512125369,0.47935563739420883
2009,Men,Basketball,St Norbert College,124105.0,1.442779418261294,-0.3468295404307278
2010,Men,Basketball,St Norbert College,183020.0,2.1276942035387942,0.47471898795374884
2011,Men,Basketball,St Norbert College,248025.0,2.8834081238810483,0.3551797617746694
2012,Men,Basketball,St Norbert College,207535.0,2.4126926922272083,-0.16324967241205524
2013,Men,Basketball,St Norbert College,227497.0,2.6447603989862585,0.09618618546269304
2014,Men,Basketball,St Norbert College,275317.0,3.2006905531400403,0.21020057407350426
2015,Men,Basketball,St Norbert College,212906.0,2.475133111674301,-0.22668778172070742
2016,Men,Basketball,St Norbert College,242492.0,2.819084377688391,0.13896273472800202
2017,Men,Basketball,St Norbert College,220945.0,2.5685902950545234,-0.0888565395971826
2018,Men,Basketball,St Norbert College,212168.0,2.4665535120556163,-0.039724818393717894
2019,Men,Basketball,St Norbert College,276550.0,3.215024762259062,0.3034482108517778
2021,Men,Basketball,St Norbert College,292026.0,3.3949405938291983,0.05596094738745254
2022,Men,Basketball,St Norbert College,368240.0,4.280964449301309,0.2609836110483313
2003,Women,Basketball,St Norbert College,87069.0,1.0,0.0
2004,Women,Basketball,St Norbert College,81757.0,0.9389909152511227,-0.061009084748877326
2005,Women,Basketball,St Norbert College,96861.0,1.1124625297178101,0.18474259084849004
2006,Women,Basketball,St Norbert College,98701.0,1.1335951946157645,0.018996293657922176
2007,Women,Basketball,St Norbert College,130376.0,1.4973871297476713,0.32091873435932766
2008,Women,Basketball,St Norbert College,126405.0,1.451779623057575,-0.03045805976560103
2009,Women,Basketball,St Norbert College,114894.0,1.3195741308617304,-0.09106443574225703
2010,Women,Basketball,St Norbert College,161875.0,1.859157679541513,0.4089073406792348
2011,Women,Basketball,St Norbert College,133707.0,1.5356441442993487,-0.17401081081081082
2012,Women,Basketball,St Norbert College,141837.0,1.6290183647452021,0.06080459512217012
2013,Women,Basketball,St Norbert College,160964.0,1.8486947133882323,0.13485197797471746
2014,Women,Basketball,St Norbert College,152002.0,1.7457648531624343,-0.05567704579906066
2015,Women,Basketball,St Norbert College,157329.0,1.806946215070806,0.03504559150537493
2016,Women,Basketball,St Norbert College,199153.0,2.287300876316485,0.2658378302792238
2017,Women,Basketball,St Norbert College,158532.0,1.8207628432622402,-0.20396880790146268
2018,Women,Basketball,St Norbert College,164693.0,1.891522815238489,0.038862816339918754
2019,Women,Basketball,St Norbert College,146512.0,1.6827114127875593,-0.11039327718846581
2021,Women,Basketball,St Norbert College,124787.0,1.4331966601201347,-0.14828136944414108
2022,Women,Basketball,St Norbert College,181192.0,2.0810162055381363,0.4520102254241227
2006,Men,Cross Country,St Norbert College,83863.0,1.0,
2006,Women,Cross Country,St Norbert College,62913.0,1.0,
2003,Men,Football,St Norbert College,259356.0,1.0,0.0
2004,Men,Football,St Norbert College,240701.0,0.9280718394793257,-0.07192816052067429
2005,Men,Football,St Norbert College,270928.0,1.0446182081771773,0.12557903789348612
2006,Men,Football,St Norbert College,312498.0,1.2048998288067367,0.15343559912596705
2007,Men,Football,St Norbert College,338846.0,1.3064899211894077,0.08431413961049351
2008,Men,Football,St Norbert College,337761.0,1.3023064822097812,-0.003202044586626373
2009,Men,Football,St Norbert College,398471.0,1.5363862798624284,0.17974248062979445
2010,Men,Football,St Norbert College,390337.0,1.5050239824796805,-0.020413028802597932
2011,Men,Football,St Norbert College,414616.0,1.598636623020096,0.06220009888890882
2012,Men,Football,St Norbert College,409850.0,1.580260337142769,-0.011494973662376753
2013,Men,Football,St Norbert College,379759.0,1.464238344206419,-0.07341954373551299
2014,Men,Football,St Norbert College,459592.0,1.7720507719119665,0.21022016594735082
2015,Men,Football,St Norbert College,440309.0,1.6977012291984763,-0.04195677905620637
2016,Men,Football,St Norbert College,551571.0,2.1266945819645584,0.2526907240142718
2017,Men,Football,St Norbert College,441290.0,1.7014836749487192,-0.19993980829303934
2018,Men,Football,St Norbert College,502564.0,1.9377380897299465,0.13885200208479684
2019,Men,Football,St Norbert College,659889.0,2.544336741775783,0.3130447067438177
2021,Men,Football,St Norbert College,530666.0,2.0460910871543363,-0.1958253585072641
2022,Men,Football,St Norbert College,590675.0,2.277468036212773,0.11308242849551318
2003,Men,Golf,St Norbert College,21031.0,1.0,0.0
2004,Men,Golf,St Norbert College,21481.0,1.0213969854025011,0.02139698540250107
2005,Men,Golf,St Norbert College,24496.0,1.1647567875992582,0.14035659419952518
2006,Men,Golf,St Norbert College,28552.0,1.357614949360468,0.16557805355976485
2007,Men,Golf,St Norbert College,36089.0,1.7159906804241358,0.26397450266181005
2008,Men,Golf,St Norbert College,33091.0,1.5734392087870286,-0.0830724043337305
2009,Men,Golf,St Norbert College,32531.0,1.5468118491750273,-0.016923030431235078
