Category,Value,Gender,Sport,Year
ConfPCT,0.944,Women,Soccer,1999
Streak,L1,Women,Soccer,1999
Home,1-Sep,Women,Soccer,1999
Away,5/2/2001,Women,Soccer,1999
Neutral,0-0,Women,Soccer,1999
Overall,11/3/2002,Women,Soccer,2000
OverallPCT,0.75,Women,Soccer,2000
Conf,7/1/2001,Women,Soccer,2000
ConfPCT,0.833,Women,Soccer,2000
Streak,L1,Women,Soccer,2000
Home,4/1/2001,Women,Soccer,2000
Away,Jul-00,Women,Soccer,2000
Neutral,0-2-1,Women,Soccer,2000
Overall,9/5/2001,Women,Soccer,2001
OverallPCT,0.633,Women,Soccer,2001
Conf,7/1/2001,Women,Soccer,2001
ConfPCT,0.833,Women,Soccer,2001
Streak,L1,Women,Soccer,2001
Home,Jun-00,Women,Soccer,2001
Away,3/4/2001,Women,Soccer,2001
Neutral,0-1,Women,Soccer,2001
Overall,7-Sep,Women,Soccer,2002
OverallPCT,0.562,Women,Soccer,2002
Conf,2-Jul,Women,Soccer,2002
ConfPCT,0.778,Women,Soccer,2002
Streak,L1,Women,Soccer,2002
Home,3-May,Women,Soccer,2002
Away,3-Mar,Women,Soccer,2002
Neutral,1-Jan,Women,Soccer,2002
Overall,11/6/2001,Women,Soccer,2003
OverallPCT,0.639,Women,Soccer,2003
Conf,8-0-1,Women,Soccer,2003
ConfPCT,0.944,Women,Soccer,2003
Streak,L1,Women,Soccer,2003
Home,4-Jul,Women,Soccer,2003
Away,4/2/2001,Women,Soccer,2003
Neutral,0-0,Women,Soccer,2003
Overall,12/5/2001,Women,Soccer,2004
OverallPCT,0.694,Women,Soccer,2004
Conf,2-Jul,Women,Soccer,2004
ConfPCT,0.778,Women,Soccer,2004
Streak,L1,Women,Soccer,2004
Home,2-May,Women,Soccer,2004
Away,5/2/2001,Women,Soccer,2004
Neutral,1-Feb,Women,Soccer,2004
Overall,14-4-2,Women,Soccer,2005
OverallPCT,0.75,Women,Soccer,2005
Conf,1-Aug,Women,Soccer,2005
ConfPCT,0.889,Women,Soccer,2005
Streak,L1,Women,Soccer,2005
Home,9/1/2001,Women,Soccer,2005
Away,5/3/2001,Women,Soccer,2005
Neutral,0-0,Women,Soccer,2005
Overall,15-3-1,Women,Soccer,2006
OverallPCT,0.816,Women,Soccer,2006
Conf,Sep-00,Women,Soccer,2006
ConfPCT,1,Women,Soccer,2006
Streak,L1,Women,Soccer,2006
Home,1-Aug,Women,Soccer,2006
Away,7/1/2001,Women,Soccer,2006
Neutral,0-1,Women,Soccer,2006
Overall,9-Oct,Women,Soccer,2007
OverallPCT,0.526,Women,Soccer,2007
Conf,3-Jun,Women,Soccer,2007
ConfPCT,0.667,Women,Soccer,2007
Streak,L2,Women,Soccer,2007
Home,4-May,Women,Soccer,2007
Away,5-May,Women,Soccer,2007
Neutral,0-0,Women,Soccer,2007
Overall,14-5,Women,Soccer,2008
OverallPCT,0.737,Women,Soccer,2008
Conf,2-Jul,Women,Soccer,2008
ConfPCT,0.778,Women,Soccer,2008
Streak,L1,Women,Soccer,2008
Home,1-Aug,Women,Soccer,2008
Away,4-Jun,Women,Soccer,2008
Neutral,0-0,Women,Soccer,2008
Overall,7/10/2001,Women,Soccer,2009
OverallPCT,0.417,Women,Soccer,2009
Conf,4/4/2001,Women,Soccer,2009
ConfPCT,0.5,Women,Soccer,2009
Streak,W1,Women,Soccer,2009
Home,5/3/2001,Women,Soccer,2009
Away,7-Feb,Women,Soccer,2009
Neutral,0-0,Women,Soccer,2009
Overall,6/10/2001,Women,Soccer,2010
OverallPCT,0.382,Women,Soccer,2010
Conf,4/4/2001,Women,Soccer,2010
ConfPCT,0.5,Women,Soccer,2010
Streak,T1,Women,Soccer,2010
Home,1/6/2001,Women,Soccer,2010
Away,4-May,Women,Soccer,2010
Neutral,0-0,Women,Soccer,2010
Overall,10/6/2002,Women,Soccer,2011
OverallPCT,0.611,Women,Soccer,2011
Conf,7/1/2001,Women,Soccer,2011
ConfPCT,0.833,Women,Soccer,2011
Streak,L1,Women,Soccer,2011
Home,2-Jun,Women,Soccer,2011
Away,4/3/2002,Women,Soccer,2011
Neutral,0-1,Women,Soccer,2011
Overall,7/9/2001,Women,Soccer,2012
OverallPCT,0.441,Women,Soccer,2012
Conf,3-Jul,Women,Soccer,2012
ConfPCT,0.7,Women,Soccer,2012
Streak,L1,Women,Soccer,2012
Home,5/2/2001,Women,Soccer,2012
Away,7-Feb,Women,Soccer,2012
Neutral,0-0,Women,Soccer,2012
Overall,11/7/2001,Women,Soccer,2013
OverallPCT,0.605,Women,Soccer,2013
Conf,6/3/2001,Women,Soccer,2013
ConfPCT,0.65,Women,Soccer,2013
Streak,L2,Women,Soccer,2013
Home,4-Jul,Women,Soccer,2013
Away,4/3/2001,Women,Soccer,2013
Neutral,0-0,Women,Soccer,2013
Overall,10/8/2001,Women,Soccer,2014
OverallPCT,0.553,Women,Soccer,2014
Conf,6/3/2001,Women,Soccer,2014
ConfPCT,0.65,Women,Soccer,2014
Streak,L2,Women,Soccer,2014
Home,6/1/2001,Women,Soccer,2014
Away,7-Apr,Women,Soccer,2014
Neutral,0-0,Women,Soccer,2014
Overall,11-Jun,Women,Soccer,2015
OverallPCT,0.353,Women,Soccer,2015
Conf,7-Mar,Women,Soccer,2015
ConfPCT,0.3,Women,Soccer,2015
Streak,W2,Women,Soccer,2015
Home,3-May,Women,Soccer,2015
Away,8-Jan,Women,Soccer,2015
Neutral,0-0,Women,Soccer,2015
Overall,9/7/2003,Women,Soccer,2016
OverallPCT,0.553,Women,Soccer,2016
Conf,6/2/2001,Women,Soccer,2016
ConfPCT,0.722,Women,Soccer,2016
Streak,L1,Women,Soccer,2016
Home,4-Mar,Women,Soccer,2016
Away,6/3/2002,Women,Soccer,2016
Neutral,0-0-1,Women,Soccer,2016
Overall,8-Oct,Women,Soccer,2017
OverallPCT,0.556,Women,Soccer,2017
Conf,3-Jun,Women,Soccer,2017
ConfPCT,0.667,Women,Soccer,2017
Streak,L1,Women,Soccer,2017
Home,3-Jun,Women,Soccer,2017
Away,4-Apr,Women,Soccer,2017
Neutral,0-1,Women,Soccer,2017
Overall,9/7/2001,Women,Soccer,2018
OverallPCT,0.559,Women,Soccer,2018
Conf,2-Jul,Women,Soccer,2018
ConfPCT,0.778,Women,Soccer,2018
Streak,L1,Women,Soccer,2018
Home,4/3/2001,Women,Soccer,2018
Away,3-May,Women,Soccer,2018
Neutral,0-1,Women,Soccer,2018
Overall,7/7/2003,Women,Soccer,2019
OverallPCT,0.5,Women,Soccer,2019
Conf,4/3/2002,Women,Soccer,2019
ConfPCT,0.556,Women,Soccer,2019
Streak,W1,Women,Soccer,2019
Home,3/2/2002,Women,Soccer,2019
Away,4/5/2001,Women,Soccer,2019
Neutral,0-0,Women,Soccer,2019
Overall,0-0,Women,Soccer,2020
OverallPCT,0,Women,Soccer,2020
Conf,0-0,Women,Soccer,2020
ConfPCT,0,Women,Soccer,2020
Streak,,Women,Soccer,2020
Home,0-0,Women,Soccer,2020
Away,0-0,Women,Soccer,2020
Neutral,0-0,Women,Soccer,2020
Overall,3/12/2002,Women,Soccer,2021
OverallPCT,0.235,Women,Soccer,2021
Conf,2/4/2002,Women,Soccer,2021
ConfPCT,0.375,Women,Soccer,2021
Streak,L1,Women,Soccer,2021
Home,6-Mar,Women,Soccer,2021
Away,0-6-2,Women,Soccer,2021
Neutral,0-0,Women,Soccer,2021
Overall,11/3/2005,Women,Soccer,2022
OverallPCT,0.711,Women,Soccer,2022
Conf,7-0-1,Women,Soccer,2022
ConfPCT,0.938,Women,Soccer,2022
Streak,L1,Women,Soccer,2022
Home,5/2/2005,Women,Soccer,2022
Away,1-Jun,Women,Soccer,2022
Neutral,0-0,Women,Soccer,2022
Overall,10/4/2005,Women,Soccer,2023
OverallPCT,0.658,Women,Soccer,2023
Conf,5-0-3,Women,Soccer,2023
ConfPCT,0.812,Women,Soccer,2023
Streak,L1,Women,Soccer,2023
Home,5/2/2002,Women,Soccer,2023
Away,4/2/2003,Women,Soccer,2023
Neutral,Jan-00,Women,Soccer,2023
Overall,8/6/2003,Women,Soccer,2024
OverallPCT,0.559,Women,Soccer,2024
Conf,5/2/2001,Women,Soccer,2024
ConfPCT,0.688,Women,Soccer,2024
Streak,L2,Women,Soccer,2024
Home,3-Jun,Women,Soccer,2024
Away,2/2/2003,Women,Soccer,2024
Neutral,0-1,Women,Soccer,2024
Overall,8-Feb,Women,softball,1978
OverallPCT,0.2,Women,softball,1978
Conf,0-0,Women,softball,1978
ConfPCT,0,Women,softball,1978
Streak,L3,Women,softball,1978
Home,7-Jan,Women,softball,1978
Away,1-Jan,Women,softball,1978
Neutral,0-0,Women,softball,1978
Overall,5-Feb,Women,softball,1979
OverallPCT,0.286,Women,softball,1979
Conf,3-Jan,Women,softball,1979
ConfPCT,0.25,Women,softball,1979
Streak,L3,Women,softball,1979
Home,0-1,Women,softball,1979
Away,2-Jan,Women,softball,1979
Neutral,2-Jan,Women,softball,1979
Overall,10-May,Women,softball,1980
OverallPCT,0.333,Women,softball,1980
Conf,0-4,Women,softball,1980
ConfPCT,0,Women,softball,1980
Streak,L1,Women,softball,1980
Home,2-Apr,Women,softball,1980
Away,0-1,Women,softball,1980
Neutral,7-Jan,Women,softball,1980
Overall,12-May,Women,softball,1981
OverallPCT,0.294,Women,softball,1981
Conf,0-4,Women,softball,1981
ConfPCT,0,Women,softball,1981
Streak,L2,Women,softball,1981
Home,4-Mar,Women,softball,1981
Away,4-Feb,Women,softball,1981
Neutral,0-4,Women,softball,1981
Overall,14-Feb,Women,softball,1982
OverallPCT,0.125,Women,softball,1982
Conf,3-Jan,Women,softball,1982
ConfPCT,0.25,Women,softball,1982
Streak,L8,Women,softball,1982
Home,9-Jan,Women,softball,1982
Away,5-Jan,Women,softball,1982
Neutral,0-0,Women,softball,1982
Overall,13-Jan,Women,softball,1983
OverallPCT,0.071,Women,softball,1983
Conf,0-0,Women,softball,1983
ConfPCT,0,Women,softball,1983
Streak,L3,Women,softball,1983
Home,5-Jan,Women,softball,1983
Away,0-6,Women,softball,1983
Neutral,0-2,Women,softball,1983
Overall,12-Aug,Women,softball,1984
OverallPCT,0.4,Women,softball,1984
Conf,7-Mar,Women,softball,1984
ConfPCT,0.3,Women,softball,1984
Streak,L1,Women,softball,1984
Home,5-Jul,Women,softball,1984
Away,7-Jan,Women,softball,1984
Neutral,0-0,Women,softball,1984
Overall,17-Jan,Women,softball,1985
OverallPCT,0.056,Women,softball,1985
Conf,9-Jan,Women,softball,1985
ConfPCT,0.1,Women,softball,1985
Streak,L16,Women,softball,1985
Home,0-10,Women,softball,1985
Away,7-Jan,Women,softball,1985
Neutral,0-0,Women,softball,1985
Overall,0-13,Women,softball,1986
OverallPCT,0,Women,softball,1986
Conf,0-10,Women,softball,1986
ConfPCT,0,Women,softball,1986
Streak,L13,Women,softball,1986
Home,0-4,Women,softball,1986
Away,0-7,Women,softball,1986
Neutral,0-2,Women,softball,1986
Overall,2-Jan,Women,softball,1987
OverallPCT,0.333,Women,softball,1987
Conf,0-0,Women,softball,1987
ConfPCT,0,Women,softball,1987
Streak,L2,Women,softball,1987
Home,0-0,Women,softball,1987
Away,2-Jan,Women,softball,1987
Neutral,0-0,Women,softball,1987
Overall,9-Feb,Women,softball,1988
OverallPCT,0.182,Women,softball,1988
Conf,9-Jan,Women,softball,1988
ConfPCT,0.1,Women,softball,1988
Streak,W1,Women,softball,1988
Home,5-Jan,Women,softball,1988
Away,4-Jan,Women,softball,1988
Neutral,0-0,Women,softball,1988
Overall,8-Oct,Women,softball,1989
OverallPCT,0.556,Women,softball,1989
Conf,7-Mar,Women,softball,1989
ConfPCT,0.3,Women,softball,1989
Streak,W3,Women,softball,1989
Home,4-Mar,Women,softball,1989
Away,4-Jul,Women,softball,1989
Neutral,0-0,Women,softball,1989
Overall,5-Jul,Women,softball,1990
OverallPCT,0.583,Women,softball,1990
Conf,5-May,Women,softball,1990
ConfPCT,0.5,Women,softball,1990
Streak,L4,Women,softball,1990
Home,4-Feb,Women,softball,1990
Away,1-Mar,Women,softball,1990
Neutral,Feb-00,Women,softball,1990
Overall,13-Jul,Women,softball,1991
OverallPCT,0.35,Women,softball,1991
Conf,8-Feb,Women,softball,1991
ConfPCT,0.2,Women,softball,1991
Streak,W2,Women,softball,1991
Home,4-Jun,Women,softball,1991
Away,0-6,Women,softball,1991
Neutral,3-Jan,Women,softball,1991
Overall,25-Jan,Women,softball,1992
OverallPCT,0.038,Women,softball,1992
Conf,9-Jan,Women,softball,1992
ConfPCT,0.1,Women,softball,1992
Streak,L3,Women,softball,1992
Home,0-6,Women,softball,1992
Away,7-Jan,Women,softball,1992
Neutral,0-12,Women,softball,1992
Overall,19-May,Women,softball,1993
OverallPCT,0.208,Women,softball,1993
Conf,0-10,Women,softball,1993
ConfPCT,0,Women,softball,1993
Streak,W2,Women,softball,1993
Home,8-Feb,Women,softball,1993
Away,0-6,Women,softball,1993
Neutral,5-Mar,Women,softball,1993
Overall,21-May,Women,softball,1994
OverallPCT,0.192,Women,softball,1994
Conf,9-Jan,Women,softball,1994
ConfPCT,0.1,Women,softball,1994
Streak,L5,Women,softball,1994
Home,13-Jan,Women,softball,1994
Away,5-Jan,Women,softball,1994
Neutral,3-Mar,Women,softball,1994
Overall,20-Mar,Women,softball,1995
OverallPCT,0.13,Women,softball,1995
Conf,9-Jan,Women,softball,1995
ConfPCT,0.1,Women,softball,1995
Streak,L13,Women,softball,1995
Home,10-Jan,Women,softball,1995
Away,5-Jan,Women,softball,1995
Neutral,5-Jan,Women,softball,1995
Overall,21-Jul,Women,softball,1996
OverallPCT,0.25,Women,softball,1996
Conf,7-Mar,Women,softball,1996
ConfPCT,0.3,Women,softball,1996
Streak,L5,Women,softball,1996
Home,8-Apr,Women,softball,1996
Away,8-Feb,Women,softball,1996
Neutral,5-Jan,Women,softball,1996
Overall,15-Jul,Women,softball,1997
OverallPCT,0.318,Women,softball,1997
Conf,6-Apr,Women,softball,1997
ConfPCT,0.4,Women,softball,1997
Streak,L3,Women,softball,1997
Home,4-Apr,Women,softball,1997
Away,3-Jan,Women,softball,1997
Neutral,8-Feb,Women,softball,1997
Overall,13-18,Women,softball,1998
OverallPCT,0.419,Women,softball,1998
Conf,2-Jun,Women,softball,1998
ConfPCT,0.75,Women,softball,1998
Streak,L1,Women,softball,1998
Home,7-Jun,Women,softball,1998
Away,3-May,Women,softball,1998
Neutral,8-Feb,Women,softball,1998
Overall,17-Oct,Women,softball,1999
OverallPCT,0.37,Women,softball,1999
Conf,3-May,Women,softball,1999
ConfPCT,0.625,Women,softball,1999
Streak,W3,Women,softball,1999
Home,7-Apr,Women,softball,1999
Away,1-Feb,Women,softball,1999
Neutral,9-Apr,Women,softball,1999
Overall,19-14,Women,softball,2000
OverallPCT,0.576,Women,softball,2000
Conf,4-Apr,Women,softball,2000
ConfPCT,0.5,Women,softball,2000
Streak,L1,Women,softball,2000
Home,2-Mar,Women,softball,2000
Away,6-Jun,Women,softball,2000
Neutral,6-Oct,Women,softball,2000
Overall,5/22/2001,Women,softball,2001
OverallPCT,0.196,Women,softball,2001
Conf,1/10/2001,Women,softball,2001
ConfPCT,0.125,Women,softball,2001
Streak,L5,Women,softball,2001
Home,1/7/2001,Women,softball,2001
Away,2-Jan,Women,softball,2001
Neutral,13-Mar,Women,softball,2001
Overall,14-16-1,Women,softball,2002
OverallPCT,0.468,Women,softball,2002
Conf,10-Mar,Women,softball,2002
ConfPCT,0.231,Women,softball,2002
Streak,L3,Women,softball,2002
Home,5/4/2001,Women,softball,2002
Away,5-Mar,Women,softball,2002
Neutral,7-Jun,Women,softball,2002
Overall,21-11,Women,softball,2003
OverallPCT,0.656,Women,softball,2003
Conf,4-Sep,Women,softball,2003
ConfPCT,0.692,Women,softball,2003
Streak,W3,Women,softball,2003
Home,5-Jun,Women,softball,2003
Away,4-Jan,Women,softball,2003
Neutral,14-2,Women,softball,2003
Overall,20-Aug,Women,softball,2004
OverallPCT,0.286,Women,softball,2004
Conf,11-Feb,Women,softball,2004
ConfPCT,0.154,Women,softball,2004
Streak,W1,Women,softball,2004
Home,5-Jan,Women,softball,2004
Away,0-6,Women,softball,2004
Neutral,9-Jul,Women,softball,2004
Overall,13-21,Women,softball,2005
OverallPCT,0.382,Women,softball,2005
Conf,9-Apr,Women,softball,2005
ConfPCT,0.308,Women,softball,2005
Streak,L1,Women,softball,2005
Home,5-Jul,Women,softball,2005
Away,7-Mar,Women,softball,2005
Neutral,9-Mar,Women,softball,2005
Overall,23-15,Women,softball,2006
OverallPCT,0.605,Women,softball,2006
Conf,5-Aug,Women,softball,2006
ConfPCT,0.615,Women,softball,2006
Streak,L1,Women,softball,2006
Home,5-Jul,Women,softball,2006
Away,4-Jul,Women,softball,2006
Neutral,6-Sep,Women,softball,2006
Overall,16-Aug,Women,softball,2007
OverallPCT,0.333,Women,softball,2007
Conf,8-May,Women,softball,2007
ConfPCT,0.385,Women,softball,2007
Streak,W1,Women,softball,2007
Home,6-Jan,Women,softball,2007
Away,3-Mar,Women,softball,2007
Neutral,7-Apr,Women,softball,2007
Overall,20-Aug,Women,softball,2008
OverallPCT,0.286,Women,softball,2008
Conf,5-Mar,Women,softball,2008
ConfPCT,0.375,Women,softball,2008
Streak,L4,Women,softball,2008
Home,9-Mar,Women,softball,2008
Away,0-5,Women,softball,2008
Neutral,6-May,Women,softball,2008
Overall,22-Sep,Women,softball,2009
OverallPCT,0.29,Women,softball,2009
Conf,7-Jun,Women,softball,2009
ConfPCT,0.462,Women,softball,2009
Streak,L9,Women,softball,2009
Home,0-8,Women,softball,2009
Away,4-Mar,Women,softball,2009
Neutral,10-Jun,Women,softball,2009
Overall,28-Jun,Women,softball,2010
OverallPCT,0.176,Women,softball,2010
Conf,9-Mar,Women,softball,2010
ConfPCT,0.25,Women,softball,2010
Streak,W1,Women,softball,2010
Home,12-Apr,Women,softball,2010
Away,0-5,Women,softball,2010
Neutral,11-Feb,Women,softball,2010
Overall,0-33,Women,softball,2011
OverallPCT,0,Women,softball,2011
Conf,0-13,Women,softball,2011
ConfPCT,0,Women,softball,2011
Streak,L33,Women,softball,2011
Home,0-8,Women,softball,2011
Away,0-10,Women,softball,2011
Neutral,0-15,Women,softball,2011
Overall,26-Feb,Women,softball,2012
OverallPCT,0.071,Women,softball,2012
Conf,0-7,Women,softball,2012
ConfPCT,0,Women,softball,2012
Streak,L10,Women,softball,2012
Home,9-Feb,Women,softball,2012
Away,0-14,Women,softball,2012
Neutral,0-3,Women,softball,2012
Overall,28-Jan,Women,softball,2013
OverallPCT,0.034,Women,softball,2013
Conf,14-Jan,Women,softball,2013
ConfPCT,0.067,Women,softball,2013
Streak,L1,Women,softball,2013
Home,9-Jan,Women,softball,2013
Away,0-6,Women,softball,2013
Neutral,0-13,Women,softball,2013
Overall,0-22,Women,softball,2014
OverallPCT,0,Women,softball,2014
Conf,0-10,Women,softball,2014
ConfPCT,0,Women,softball,2014
Streak,L22,Women,softball,2014
Home,0-6,Women,softball,2014
Away,0-6,Women,softball,2014
Neutral,0-10,Women,softball,2014
Overall,29-Jun,Women,softball,2015
OverallPCT,0.171,Women,softball,2015
Conf,10-May,Women,softball,2015
ConfPCT,0.333,Women,softball,2015
Streak,L7,Women,softball,2015
Home,11-Jan,Women,softball,2015
Away,11-Mar,Women,softball,2015
Neutral,7-Feb,Women,softball,2015
Overall,16-19,Women,softball,2016
OverallPCT,0.457,Women,softball,2016
Conf,12-Aug,Women,softball,2016
ConfPCT,0.4,Women,softball,2016
Streak,W1,Women,softball,2016
Home,7-Jul,Women,softball,2016
Away,10-Apr,Women,softball,2016
Neutral,2-May,Women,softball,2016
Overall,23-Nov,Women,softball,2017
OverallPCT,0.324,Women,softball,2017
Conf,11-Jul,Women,softball,2017
ConfPCT,0.389,Women,softball,2017
Streak,L6,Women,softball,2017
Home,7-Jul,Women,softball,2017
Away,10-Feb,Women,softball,2017
Neutral,6-Feb,Women,softball,2017
Overall,24-14,Women,softball,2018
OverallPCT,0.632,Women,softball,2018
Conf,6-Dec,Women,softball,2018
ConfPCT,0.667,Women,softball,2018
Streak,L1,Women,softball,2018
Home,3-Sep,Women,softball,2018
Away,4-Jul,Women,softball,2018
Neutral,7-Aug,Women,softball,2018
Overall,19-22,Women,softball,2019
OverallPCT,0.463,Women,softball,2019
Conf,13-5,Women,softball,2019
ConfPCT,0.722,Women,softball,2019
Streak,L1,Women,softball,2019
Home,2-Oct,Women,softball,2019
Away,8-Mar,Women,softball,2019
Neutral,12-Jun,Women,softball,2019
Overall,0-0,Women,softball,2020
OverallPCT,0,Women,softball,2020
Conf,0-0,Women,softball,2020
ConfPCT,0,Women,softball,2020
Streak,,Women,softball,2020
Home,0-0,Women,softball,2020
Away,0-0,Women,softball,2020
Neutral,0-0,Women,softball,2020
Overall,7-Sep,Women,softball,2021
OverallPCT,0.562,Women,softball,2021
Conf,7-Sep,Women,softball,2021
ConfPCT,0.562,Women,softball,2021
Streak,W1,Women,softball,2021
Home,4-Jun,Women,softball,2021
Away,3-Mar,Women,softball,2021
Neutral,0-0,Women,softball,2021
Overall,20-19,Women,softball,2022
OverallPCT,0.513,Women,softball,2022
Conf,4-Dec,Women,softball,2022
ConfPCT,0.75,Women,softball,2022
Streak,L1,Women,softball,2022
Home,5-Jul,Women,softball,2022
Away,4-Jul,Women,softball,2022
Neutral,10-Jun,Women,softball,2022
Overall,30-14,Women,softball,2023
OverallPCT,0.682,Women,softball,2023
Conf,15-1,Women,softball,2023
ConfPCT,0.938,Women,softball,2023
Streak,L1,Women,softball,2023
Home,1-Sep,Women,softball,2023
Away,8-Oct,Women,softball,2023
Neutral,5-Nov,Women,softball,2023
Overall,27-16,Women,softball,2024
OverallPCT,0.628,Women,softball,2024
Conf,13-3,Women,softball,2024
ConfPCT,0.812,Women,softball,2024
Streak,L2,Women,softball,2024
Home,3-Jul,Women,softball,2024
Away,6-Oct,Women,softball,2024
Neutral,7-Oct,Women,softball,2024
Overall,0-0,Women,softball,2025
OverallPCT,0,Women,softball,2025
Conf,0-0,Women,softball,2025
ConfPCT,0,Women,softball,2025
Streak,,Women,softball,2025
Home,0-0,Women,softball,2025
Away,0-0,Women,softball,2025
Neutral,0-0,Women,softball,2025
Overall,3-Jun,Women,Tennis,1974
OverallPCT,0.667,Women,Tennis,1974
Conf,0-0,Women,Tennis,1974
ConfPCT,0,Women,Tennis,1974
Streak,W1,Women,Tennis,1974
Home,2-Feb,Women,Tennis,1974
Away,1-Mar,Women,Tennis,1974
Neutral,Jan-00,Women,Tennis,1974
Overall,1-Jun,Women,Tennis,1975
OverallPCT,0.857,Women,Tennis,1975
Conf,0-0,Women,Tennis,1975
ConfPCT,0,Women,Tennis,1975
Streak,W3,Women,Tennis,1975
Home,Mar-00,Women,Tennis,1975
Away,1-Mar,Women,Tennis,1975
Neutral,0-0,Women,Tennis,1975
Overall,4-Feb,Women,Tennis,1976
OverallPCT,0.333,Women,Tennis,1976
Conf,0-0,Women,Tennis,1976
ConfPCT,0,Women,Tennis,1976
Streak,L2,Women,Tennis,1976
Home,2-Feb,Women,Tennis,1976
Away,0-2,Women,Tennis,1976
Neutral,0-0,Women,Tennis,1976
Overall,Jun-00,Women,Tennis,1977
OverallPCT,1,Women,Tennis,1977
Conf,0-0,Women,Tennis,1977
ConfPCT,0,Women,Tennis,1977
Streak,W6,Women,Tennis,1977
Home,Mar-00,Women,Tennis,1977
Away,Mar-00,Women,Tennis,1977
Neutral,0-0,Women,Tennis,1977
Overall,2-Sep,Women,Tennis,1978
OverallPCT,0.818,Women,Tennis,1978
Conf,0-0,Women,Tennis,1978
ConfPCT,0,Women,Tennis,1978
Streak,W6,Women,Tennis,1978
Home,1-May,Women,Tennis,1978
Away,1-Apr,Women,Tennis,1978
Neutral,0-0,Women,Tennis,1978
Overall,1-May,Women,Tennis,1979
OverallPCT,0.833,Women,Tennis,1979
Conf,0-0,Women,Tennis,1979
ConfPCT,0,Women,Tennis,1979
Streak,L1,Women,Tennis,1979
Home,1-Jan,Women,Tennis,1979
Away,Apr-00,Women,Tennis,1979
Neutral,0-0,Women,Tennis,1979
Overall,5-Apr,Women,Tennis,1980
OverallPCT,0.444,Women,Tennis,1980
Conf,0-0,Women,Tennis,1980
ConfPCT,0,Women,Tennis,1980
Streak,L2,Women,Tennis,1980
Home,3-Jan,Women,Tennis,1980
Away,2-Jan,Women,Tennis,1980
Neutral,Feb-00,Women,Tennis,1980
Overall,4-Jan,Women,Tennis,1981
OverallPCT,0.2,Women,Tennis,1981
Conf,0-0,Women,Tennis,1981
ConfPCT,0,Women,Tennis,1981
Streak,L1,Women,Tennis,1981
Home,2-Jan,Women,Tennis,1981
Away,0-2,Women,Tennis,1981
Neutral,0-0,Women,Tennis,1981
Overall,4-Apr,Women,Tennis,1982
OverallPCT,0.5,Women,Tennis,1982
Conf,0-0,Women,Tennis,1982
ConfPCT,0,Women,Tennis,1982
Streak,L3,Women,Tennis,1982
Home,2-Feb,Women,Tennis,1982
Away,1-Feb,Women,Tennis,1982
Neutral,0-1,Women,Tennis,1982
Overall,2-Jul,Women,Tennis,1983
OverallPCT,0.778,Women,Tennis,1983
Conf,0-0,Women,Tennis,1983
ConfPCT,0,Women,Tennis,1983
Streak,W3,Women,Tennis,1983
Home,1-May,Women,Tennis,1983
Away,1-Jan,Women,Tennis,1983
Neutral,Jan-00,Women,Tennis,1983
Overall,7-May,Women,Tennis,1984
OverallPCT,0.417,Women,Tennis,1984
Conf,0-0,Women,Tennis,1984
ConfPCT,0,Women,Tennis,1984
Streak,L1,Women,Tennis,1984
Home,0-3,Women,Tennis,1984
Away,4-Apr,Women,Tennis,1984
Neutral,Jan-00,Women,Tennis,1984
Overall,6-Apr,Women,Tennis,1985
OverallPCT,0.4,Women,Tennis,1985
Conf,0-0,Women,Tennis,1985
ConfPCT,0,Women,Tennis,1985
Streak,W1,Women,Tennis,1985
Home,2-Feb,Women,Tennis,1985
Away,4-Feb,Women,Tennis,1985
Neutral,0-0,Women,Tennis,1985
Overall,7-Apr,Women,Tennis,1986
OverallPCT,0.364,Women,Tennis,1986
Conf,0-0,Women,Tennis,1986
ConfPCT,0,Women,Tennis,1986
Streak,L2,Women,Tennis,1986
Home,3-Feb,Women,Tennis,1986
Away,0-4,Women,Tennis,1986
Neutral,Feb-00,Women,Tennis,1986
Overall,9-Mar,Women,Tennis,1987
OverallPCT,0.25,Women,Tennis,1987
Conf,0-0,Women,Tennis,1987
ConfPCT,0,Women,Tennis,1987
Streak,L1,Women,Tennis,1987
Home,0-5,Women,Tennis,1987
Away,2-Mar,Women,Tennis,1987
Neutral,0-2,Women,Tennis,1987
Overall,6-Jun,Women,Tennis,1988
OverallPCT,0.5,Women,Tennis,1988
Conf,0-0,Women,Tennis,1988
ConfPCT,0,Women,Tennis,1988
Streak,L3,Women,Tennis,1988
Home,3-Apr,Women,Tennis,1988
Away,3-Feb,Women,Tennis,1988
Neutral,0-0,Women,Tennis,1988
Overall,3-Nov,Women,Tennis,1989
OverallPCT,0.786,Women,Tennis,1989
Conf,2-Jun,Women,Tennis,1989
ConfPCT,0.75,Women,Tennis,1989
Streak,W5,Women,Tennis,1989
Home,2-Jun,Women,Tennis,1989
Away,1-Apr,Women,Tennis,1989
Neutral,Jan-00,Women,Tennis,1989
Overall,3-Sep,Women,Tennis,1990
OverallPCT,0.75,Women,Tennis,1990
Conf,2-May,Women,Tennis,1990
ConfPCT,0.714,Women,Tennis,1990
Streak,W4,Women,Tennis,1990
Home,1-May,Women,Tennis,1990
Away,2-Mar,Women,Tennis,1990
Neutral,Jan-00,Women,Tennis,1990
Overall,1-Oct,Women,Tennis,1991
