Year,Sport,Gender,Scores,Rank,School
2015,Outdoor Track & Field,Women,2,10,Lawrence University
2015,Softball,Women,6,6,Lawrence University
2015,Total,Women,43.5,8,Lawrence University
2015,Volleyball,Women,3.5,8,Monmouth College
2015,Soccer,Women,7,5,Monmouth College
2015,Cross Country,Women,8,4,Monmouth College
2015,Tennis,Women,5,7,Monmouth College
2015,Basketball,Women,2,10,Monmouth College
2015,Swimming,Women,6,6,Monmouth College
2015,Indoor Track & Field,Women,10,2,Monmouth College
2015,Outdoor Track & Field,Women,10,2,Monmouth College
2015,Softball,Women,10,2,Monmouth College
2015,Total,Women,70.5,3,Monmouth College
2015,Volleyball,Women,10.5,1,Ripon College
2015,Soccer,Women,2.5,9,Ripon College
2015,Cross Country,Women,2,10,Ripon College
2015,Tennis,Women,1.5,10,Ripon College
2015,Basketball,Women,8,4,Ripon College
2015,Swimming,Women,7,5,Ripon College
2015,Indoor Track & Field,Women,5,7,Ripon College
2015,Outdoor Track & Field,Women,6,6,Ripon College
2015,Softball,Women,2,10,Ripon College
2015,Total,Women,44.5,7,Ripon College
2015,Volleyball,Women,9,3,St. Norbert College
2015,Soccer,Women,9.5,2,St. Norbert College
2015,Cross Country,Women,10,2,St. Norbert College
2015,Tennis,Women,10,1,St. Norbert College
2015,Basketball,Women,11,1,St. Norbert College
2015,Indoor Track & Field,Women,11,1,St. Norbert College
2015,Outdoor Track & Field,Women,11,1,St. Norbert College
2015,Softball,Women,3,9,St. Norbert College
2015,Total,Women,80.5,2,St. Norbert College
2016,Football,Men,3.5,6,Beloit College
2016,Soccer,Men,2.5,8,Beloit College
2016,Cross Country,Men,4,7,Beloit College
2016,Basketball,Men,4,8,Beloit College
2016,Swimming,Men,4,7,Beloit College
2016,Indoor Track & Field,Men,6,5,Beloit College
2016,Outdoor Track & Field,Men,6,5,Beloit College
2016,Baseball,Men,9,2,Beloit College
2016,Total,Men,39,8,Beloit College
2016,Football,Men,6,5,Cornell College
2016,Soccer,Men,4,7,Cornell College
2016,Cross Country,Men,8,3,Cornell College
2016,Basketball,Men,8.5,3,Cornell College
2016,Indoor Track & Field,Men,8,3,Cornell College
2016,Tennis,Men,7.5,3,Cornell College
2016,Outdoor Track & Field,Men,9,2,Cornell College
2016,Baseball,Men,8,3,Cornell College
2016,Total,Men,59,5,Cornell College
2016,Football,Men,1,10,Grinnell College
2016,Soccer,Men,7,4,Grinnell College
2016,Cross Country,Men,10,1,Grinnell College
2016,Basketball,Men,6,6,Grinnell College
2016,Swimming,Men,10,1,Grinnell College
2016,Indoor Track & Field,Men,4,7,Grinnell College
2016,Tennis,Men,10,1,Grinnell College
2016,Outdoor Track & Field,Men,4,7,Grinnell College
2016,Baseball,Men,7,4,Grinnell College
2016,Total,Men,64,3,Grinnell College
2016,Football,Men,7,4,Illinois College
2016,Soccer,Men,5,6,Illinois College
2016,Basketball,Men,3,9,Illinois College
2016,Swimming,Men,6,5,Illinois College
2016,Indoor Track & Field,Men,7,4,Illinois College
2016,Tennis,Men,4,7,Illinois College
2016,Outdoor Track & Field,Men,7,4,Illinois College
2016,Baseball,Men,2,9,Illinois College
2016,Total,Men,48,6,Illinois College
2016,Football,Men,3.5,6,Knox College
2016,Soccer,Men,9,2,Knox College
2016,Cross Country,Men,3,8,Knox College
2016,Basketball,Men,2,10,Knox College
2016,Swimming,Men,3,8,Knox College
2016,Indoor Track & Field,Men,2,9,Knox College
2016,Tennis,Men,3,8,Knox College
2016,Outdoor Track & Field,Men,2,9,Knox College
2016,Baseball,Men,4.5,6,Knox College
2016,Total,Men,38,9,Knox College
2016,Football,Men,8.5,3,Lake Forest College
2016,Soccer,Men,10,1,Lake Forest College
2016,Cross Country,Men,6,5,Lake Forest College
2016,Basketball,Men,8.5,3,Lake Forest College
2016,Swimming,Men,9,2,Lake Forest College
2016,Tennis,Men,9,2,Lake Forest College
2016,Total,Men,60,4,Lake Forest College
2016,Football,Men,3.5,6,Lawrence University
2016,Soccer,Men,2.5,8,Lawrence University
2016,Cross Country,Men,7,4,Lawrence University
2016,Basketball,Men,7,5,Lawrence University
2016,Swimming,Men,7,4,Lawrence University
2016,Indoor Track & Field,Men,3,8,Lawrence University
2016,Tennis,Men,7.5,3,Lawrence University
2016,Outdoor Track & Field,Men,3,8,Lawrence University
2016,Baseball,Men,3.5,8,Lawrence University
2016,Total,Men,44,7,Lawrence University
2016,Football,Men,11,1,Monmouth College
2016,Soccer,Men,6,5,Monmouth College
2016,Cross Country,Men,9,2,Monmouth College
2016,Basketball,Men,5,7,Monmouth College
2016,Swimming,Men,8,3,Monmouth College
2016,Indoor Track & Field,Men,10,1,Monmouth College
2016,Tennis,Men,6,5,Monmouth College
2016,Outdoor Track & Field,Men,10,1,Monmouth College
2016,Baseball,Men,4.5,6,Monmouth College
2016,Total,Men,77.5,1,Monmouth College
2016,Football,Men,3.5,6,Ripon College
2016,Soccer,Men,1,10,Ripon College
2016,Cross Country,Men,2,9,Ripon College
2016,Basketball,Men,9,2,Ripon College
2016,Swimming,Men,5,6,Ripon College
2016,Indoor Track & Field,Men,5,6,Ripon College
2016,Tennis,Men,2,9,Ripon College
2016,Outdoor Track & Field,Men,5,6,Ripon College
2016,Baseball,Men,5.5,5,Ripon College
2016,Total,Men,38,9,Ripon College
2016,Football,Men,10,2,St. Norbert College
2016,Soccer,Men,8,3,St. Norbert College
2016,Cross Country,Men,5,6,St. Norbert College
2016,Basketball,Men,10,1,St. Norbert College
2016,Indoor Track & Field,Men,9,2,St. Norbert College
2016,Tennis,Men,5,6,St. Norbert College
2016,Outdoor Track & Field,Men,8,3,St. Norbert College
2016,Baseball,Men,10,1,St. Norbert College
2016,Total,Men,75,2,St. Norbert College
2016,Volleyball,Women,1,10,Beloit College
2016,Soccer,Women,3,8,Beloit College
2016,Cross Country,Women,5,6,Beloit College
2016,Tennis,Women,1,10,Beloit College
2016,Basketball,Women,2.5,8,Beloit College
2016,Swimming,Women,3,8,Beloit College
2016,Indoor Track & Field,Women,4,7,Beloit College
2016,Outdoor Track & Field,Women,4,7,Beloit College
2016,Softball,Women,2.5,8,Beloit College
2016,Total,Women,26,10,Beloit College
2016,Volleyball,Women,10,1,Cornell College
2016,Soccer,Women,2,9,Cornell College
2016,Cross Country,Women,9,2,Cornell College
2016,Tennis,Women,8,3,Cornell College
2016,Basketball,Women,10,1,Cornell College
2016,Indoor Track & Field,Women,8,3,Cornell College
2016,Outdoor Track & Field,Women,8,3,Cornell College
2016,Softball,Women,9,2,Cornell College
2016,Total,Women,64,3,Cornell College
2016,Volleyball,Women,8,3,Grinnell College
2016,Soccer,Women,8.5,2,Grinnell College
2016,Cross Country,Women,8,3,Grinnell College
2016,Tennis,Women,10,1,Grinnell College
2016,Basketball,Women,7,4,Grinnell College
2016,Swimming,Women,10,1,Grinnell College
2016,Indoor Track & Field,Women,6,5,Grinnell College
2016,Outdoor Track & Field,Women,6,5,Grinnell College
2016,Softball,Women,4,7,Grinnell College
2016,Total,Women,77.5,2,Grinnell College
2016,Volleyball,Women,5,6,Illinois College
2016,Soccer,Women,5,6,Illinois College
2016,Cross Country,Women,2,9,Illinois College
2016,Tennis,Women,3,8,Illinois College
2016,Basketball,Women,5,6,Illinois College
2016,Swimming,Women,5,6,Illinois College
2016,Indoor Track & Field,Women,7,4,Illinois College
2016,Outdoor Track & Field,Women,7,4,Illinois College
2016,Softball,Women,8,3,Illinois College
2016,Total,Women,54,4,Illinois College
2016,Volleyball,Women,3,8,Knox College
2016,Soccer,Women,10,1,Knox College
2016,Cross Country,Women,3,8,Knox College
2016,Tennis,Women,5,6,Knox College
2016,Basketball,Women,6,5,Knox College
2016,Swimming,Women,6,5,Knox College
2016,Indoor Track & Field,Women,2,9,Knox College
2016,Outdoor Track & Field,Women,3,8,Knox College
2016,Softball,Women,1,10,Knox College
2016,Total,Women,39,8,Knox College
2016,Volleyball,Women,4,7,Lake Forest College
2016,Soccer,Women,8.5,2,Lake Forest College
2016,Cross Country,Women,7,4,Lake Forest College
2016,Tennis,Women,7,4,Lake Forest College
2016,Basketball,Women,4,7,Lake Forest College
2016,Swimming,Women,8,3,Lake Forest College
2016,Softball,Women,7,4,Lake Forest College
2016,Total,Women,53.5,5,Lake Forest College
2016,Volleyball,Women,6.5,4,Lawrence University
2016,Soccer,Women,1,10,Lawrence University
2016,Cross Country,Women,4,7,Lawrence University
2016,Tennis,Women,6,5,Lawrence University
2016,Basketball,Women,1,10,Lawrence University
2016,Swimming,Women,9,2,Lawrence University
2016,Indoor Track & Field,Women,3,8,Lawrence University
2016,Outdoor Track & Field,Women,2,9,Lawrence University
2016,Softball,Women,2.5,8,Lawrence University
2016,Total,Women,35,9,Lawrence University
2016,Volleyball,Women,2,9,Monmouth College
2016,Soccer,Women,4,7,Monmouth College
2016,Cross Country,Women,6,5,Monmouth College
2016,Tennis,Women,2,9,Monmouth College
2016,Basketball,Women,2.5,8,Monmouth College
2016,Swimming,Women,4,7,Monmouth College
2016,Indoor Track & Field,Women,9,2,Monmouth College
2016,Outdoor Track & Field,Women,9,2,Monmouth College
2016,Softball,Women,6,5,Monmouth College
2016,Total,Women,53.5,5,Monmouth College
2016,Volleyball,Women,6.5,4,Ripon College
2016,Soccer,Women,6.5,4,Ripon College
2016,Tennis,Women,4,7,Ripon College
2016,Basketball,Women,8.5,2,Ripon College
2016,Swimming,Women,7,4,Ripon College
2016,Indoor Track & Field,Women,5,6,Ripon College
2016,Outdoor Track & Field,Women,5,6,Ripon College
2016,Softball,Women,5,6,Ripon College
2016,Total,Women,47.5,7,Ripon College
2016,Volleyball,Women,9,2,St. Norbert College
2016,Soccer,Women,6.5,4,St. Norbert College
2016,Cross Country,Women,10,1,St. Norbert College
2016,Tennis,Women,9,2,St. Norbert College
2016,Basketball,Women,8.5,2,St. Norbert College
2016,Indoor Track & Field,Women,10,1,St. Norbert College
2016,Outdoor Track & Field,Women,10,1,St. Norbert College
2016,Softball,Women,10,1,St. Norbert College
2016,Total,Women,79,1,St. Norbert College
2017,Football,Men,2,9,Beloit College
2017,Soccer,Men,3,8,Beloit College
2017,Cross Country,Men,4,7,Beloit College
2017,Basketball,Men,2,9,Beloit College
2017,Swimming,Men,4,7,Beloit College
2017,Indoor Track & Field,Men,4,7,Beloit College
2017,Outdoor Track & Field,Men,7,4,Beloit College
2017,Baseball,Men,3.5,7,Beloit College
2017,Total,Men,29.5,10,Beloit College
2017,Football,Men,5,6,Cornell College
2017,Soccer,Men,5,6,Cornell College
2017,Cross Country,Men,10,1,Cornell College
2017,Basketball,Men,4.5,6,Cornell College
2017,Indoor Track & Field,Men,7,4,Cornell College
2017,Tennis,Men,4,7,Cornell College
2017,Outdoor Track & Field,Men,8,3,Cornell College
2017,Baseball,Men,5.5,5,Cornell College
2017,Total,Men,49,6,Cornell College
2017,Football,Men,1,10,Grinnell College
2017,Soccer,Men,7,4,Grinnell College
2017,Cross Country,Men,9,2,Grinnell College
2017,Basketball,Men,6,5,Grinnell College
2017,Swimming,Men,10,1,Grinnell College
2017,Indoor Track & Field,Men,3,8,Grinnell College
2017,Tennis,Men,10,1,Grinnell College
2017,Outdoor Track & Field,Men,1,10,Grinnell College
2017,Baseball,Men,8,3,Grinnell College
2017,Total,Men,55,5,Grinnell College
2017,Football,Men,8,4,Illinois College
2017,Soccer,Men,6,5,Illinois College
2017,Cross Country,Men,1,10,Illinois College
2017,Basketball,Men,1,10,Illinois College
2017,Swimming,Men,5,6,Illinois College
2017,Indoor Track & Field,Men,9,2,Illinois College
2017,Tennis,Men,5,6,Illinois College
2017,Outdoor Track & Field,Men,9,2,Illinois College
2017,Baseball,Men,3.5,7,Illinois College
2017,Total,Men,55.5,4,Illinois College
2017,Football,Men,4,7,Knox College
2017,Soccer,Men,9.5,1,Knox College
2017,Cross Country,Men,3,8,Knox College
2017,Basketball,Men,3,8,Knox College
2017,Swimming,Men,3,8,Knox College
2017,Indoor Track & Field,Men,5,6,Knox College
2017,Tennis,Men,2,9,Knox College
2017,Outdoor Track & Field,Men,4,7,Knox College
2017,Baseball,Men,2,9,Knox College
2017,Total,Men,44.5,8,Knox College
2017,Football,Men,9,3,Lake Forest College
2017,Soccer,Men,8,3,Lake Forest College
2017,Cross Country,Men,8,3,Lake Forest College
2017,Basketball,Men,7,4,Lake Forest College
2017,Swimming,Men,9,2,Lake Forest College
2017,Indoor Track & Field,Men,1,10,Lake Forest College
2017,Tennis,Men,9,2,Lake Forest College
2017,Outdoor Track & Field,Men,2,9,Lake Forest College
2017,Total,Men,63,3,Lake Forest College
2017,Football,Men,3,8,Lawrence University
2017,Soccer,Men,1.5,9,Lawrence University
2017,Cross Country,Men,7,4,Lawrence University
2017,Basketball,Men,4.5,6,Lawrence University
2017,Swimming,Men,7,4,Lawrence University
2017,Indoor Track & Field,Men,6,5,Lawrence University
2017,Tennis,Men,8,3,Lawrence University
2017,Outdoor Track & Field,Men,3,8,Lawrence University
2017,Baseball,Men,7,4,Lawrence University
2017,Total,Men,47,7,Lawrence University
2017,Football,Men,12,1,Monmouth College
2017,Soccer,Men,4,7,Monmouth College
2017,Cross Country,Men,6,5,Monmouth College
2017,Basketball,Men,10,1,Monmouth College
2017,Swimming,Men,6,5,Monmouth College
2017,Indoor Track & Field,Men,10,1,Monmouth College
2017,Tennis,Men,6.5,4,Monmouth College
2017,Outdoor Track & Field,Men,10,1,Monmouth College
2017,Baseball,Men,10,1,Monmouth College
2017,Total,Men,80.5,1,Monmouth College
2017,Football,Men,6,5,Ripon College
2017,Soccer,Men,1.5,9,Ripon College
2017,Cross Country,Men,2,9,Ripon College
2017,Basketball,Men,8.5,2,Ripon College
2017,Swimming,Men,8,3,Ripon College
2017,Indoor Track & Field,Men,2,9,Ripon College
2017,Tennis,Men,3,8,Ripon College
2017,Outdoor Track & Field,Men,5,6,Ripon College
2017,Baseball,Men,5.5,5,Ripon College
2017,Total,Men,41.5,9,Ripon College
2017,Football,Men,11,2,St. Norbert College
2017,Soccer,Men,9.5,1,St. Norbert College
2017,Cross Country,Men,5,6,St. Norbert College
2017,Basketball,Men,8.5,2,St. Norbert College
2017,Indoor Track & Field,Men,8,3,St. Norbert College
2017,Tennis,Men,6.5,4,St. Norbert College
2017,Outdoor Track & Field,Men,6,5,St. Norbert College
2017,Baseball,Men,9,2,St. Norbert College
2017,Total,Men,70.5,2,St. Norbert College
2017,Volleyball,Women,3,8,Beloit College
2017,Soccer,Women,3,8,Beloit College
2017,Cross Country,Women,4,7,Beloit College
2017,Tennis,Women,1,10,Beloit College
2017,Basketball,Women,2,9,Beloit College
2017,Swimming,Women,6,5,Beloit College
2017,Indoor Track & Field,Women,7,4,Beloit College
2017,Outdoor Track & Field,Women,7.5,3,Beloit College
2017,Softball,Women,1,10,Beloit College
2017,Total,Women,34.5,10,Beloit College
2017,Volleyball,Women,10,1,Cornell College
2017,Soccer,Women,4.5,6,Cornell College
2017,Cross Country,Women,7,4,Cornell College
2017,Tennis,Women,8,3,Cornell College
2017,Basketball,Women,9.5,1,Cornell College
2017,Indoor Track & Field,Women,8,3,Cornell College
2017,Outdoor Track & Field,Women,7.5,3,Cornell College
2017,Softball,Women,6.5,4,Cornell College
2017,Total,Women,61,4,Cornell College
2017,Volleyball,Women,7,3,Grinnell College
2017,Soccer,Women,7.5,3,Grinnell College
2017,Cross Country,Women,9,2,Grinnell College
2017,Tennis,Women,10,1,Grinnell College
2017,Basketball,Women,3,8,Grinnell College
2017,Swimming,Women,10,1,Grinnell College
2017,Indoor Track & Field,Women,4,7,Grinnell College
2017,Outdoor Track & Field,Women,4,7,Grinnell College
2017,Softball,Women,8,3,Grinnell College
2017,Total,Women,72.5,1,Grinnell College
2017,Volleyball,Women,4.5,6,Illinois College
2017,Soccer,Women,2,9,Illinois College
2017,Cross Country,Women,2,9,Illinois College
2017,Tennis,Women,3,8,Illinois College
2017,Basketball,Women,5,5,Illinois College
2017,Swimming,Women,5,6,Illinois College
2017,Indoor Track & Field,Women,5,6,Illinois College
2017,Outdoor Track & Field,Women,5,6,Illinois College
2017,Softball,Women,9,2,Illinois College
2017,Total,Women,46.5,7,Illinois College
2017,Volleyball,Women,1.5,9,Knox College
2017,Soccer,Women,9.5,1,Knox College
2017,Cross Country,Women,3,8,Knox College
2017,Tennis,Women,6,5,Knox College
2017,Basketball,Women,8,3,Knox College
2017,Swimming,Women,3,8,Knox College
2017,Indoor Track & Field,Women,3,8,Knox College
2017,Outdoor Track & Field,Women,3,8,Knox College
2017,Softball,Women,2,9,Knox College
2017,Total,Women,39,8,Knox College
2017,Volleyball,Women,4.5,6,Lake Forest College
2017,Soccer,Women,6,5,Lake Forest College
2017,Cross Country,Women,6,5,Lake Forest College
2017,Tennis,Women,9,2,Lake Forest College
2017,Basketball,Women,7,4,Lake Forest College
2017,Swimming,Women,9,2,Lake Forest College
2017,Indoor Track & Field,Women,1,10,Lake Forest College
2017,Outdoor Track & Field,Women,1,10,Lake Forest College
2017,Softball,Women,10,1,Lake Forest College
2017,Total,Women,61.5,3,Lake Forest College
2017,Volleyball,Women,7,3,Lawrence University
2017,Soccer,Women,1,10,Lawrence University
2017,Cross Country,Women,5,6,Lawrence University
2017,Tennis,Women,5,6,Lawrence University
2017,Basketball,Women,5,5,Lawrence University
2017,Swimming,Women,8,3,Lawrence University
2017,Indoor Track & Field,Women,2,9,Lawrence University
2017,Outdoor Track & Field,Women,2,9,Lawrence University
2017,Softball,Women,3,8,Lawrence University
2017,Total,Women,38,9,Lawrence University
2017,Volleyball,Women,1.5,9,Monmouth College
2017,Soccer,Women,7.5,3,Monmouth College
2017,Cross Country,Women,8,3,Monmouth College
2017,Tennis,Women,4,7,Monmouth College
2017,Basketball,Women,5,5,Monmouth College
2017,Swimming,Women,4,7,Monmouth College
2017,Indoor Track & Field,Women,9,2,Monmouth College
2017,Outdoor Track & Field,Women,9,2,Monmouth College
2017,Softball,Women,5,6,Monmouth College
2017,Total,Women,60,5,Monmouth College
2017,Volleyball,Women,7,3,Ripon College
2017,Soccer,Women,4.5,6,Ripon College
2017,Tennis,Women,2,9,Ripon College
2017,Basketball,Women,9.5,1,Ripon College
2017,Swimming,Women,7,4,Ripon College
2017,Indoor Track & Field,Women,6,5,Ripon College
2017,Outdoor Track & Field,Women,6,5,Ripon College
2017,Softball,Women,6.5,4,Ripon College
2017,Total,Women,48.5,6,Ripon College
2017,Volleyball,Women,9,2,St. Norbert College
2017,Soccer,Women,9.5,1,St. Norbert College
2017,Cross Country,Women,10,1,St. Norbert College
2017,Tennis,Women,7,4,St. Norbert College
2017,Indoor Track & Field,Women,10,1,St. Norbert College
2017,Outdoor Track & Field,Women,10,1,St. Norbert College
2017,Softball,Women,4,7,St. Norbert College
2017,Total,Women,68.5,2,St. Norbert College
2018,Football,Men,1,10,Beloit College
2018,Soccer,Men,3,8,Beloit College
2018,Cross Country,Men,3,8,Beloit College
2018,Basketball,Men,3,8,Beloit College
2018,Swimming,Men,3,8,Beloit College
2018,Indoor Track & Field,Men,4,7,Beloit College
2018,Outdoor Track & Field,Men,6,5,Beloit College
2018,Baseball,Men,3.5,6,Beloit College
2018,Total,Men,26.5,10,Beloit College
2018,Football,Men,4,7,Cornell College
2018,Soccer,Men,8,3,Cornell College
2018,Cross Country,Men,10,1,Cornell College
2018,Basketball,Men,2,9,Cornell College
2018,Indoor Track & Field,Men,7,4,Cornell College
2018,Tennis,Men,7,4,Cornell College
2018,Outdoor Track & Field,Men,7,4,Cornell College
2018,Baseball,Men,10,1,Cornell College
2018,Total,Men,55,5,Cornell College
2018,Football,Men,2,9,Grinnell College
2018,Soccer,Men,6,5,Grinnell College
2018,Cross Country,Men,9,2,Grinnell College
2018,Basketball,Men,9,2,Grinnell College
2018,Swimming,Men,10,1,Grinnell College
2018,Indoor Track & Field,Men,5,6,Grinnell College
2018,Tennis,Men,10,1,Grinnell College
2018,Outdoor Track & Field,Men,5,6,Grinnell College
2018,Baseball,Men,5.5,4,Grinnell College
2018,Total,Men,66.5,3,Grinnell College
2018,Football,Men,6,6,Illinois College
2018,Soccer,Men,4,7,Illinois College
2018,Cross Country,Men,1,10,Illinois College
2018,Basketball,Men,4,7,Illinois College
2018,Swimming,Men,4,6,Illinois College
2018,Indoor Track & Field,Men,8,3,Illinois College
2018,Tennis,Men,6,5,Illinois College
2018,Outdoor Track & Field,Men,8,3,Illinois College
2018,Baseball,Men,3.5,6,Illinois College
2018,Total,Men,51.5,6,Illinois College
2018,Football,Men,7,5,Knox College
2018,Soccer,Men,9,2,Knox College
2018,Cross Country,Men,2,9,Knox College
2018,Basketball,Men,1,10,Knox College
2018,Swimming,Men,2,9,Knox College
2018,Indoor Track & Field,Men,3,8,Knox College
2018,Tennis,Men,2,9,Knox College
2018,Outdoor Track & Field,Men,3,8,Knox College
2018,Baseball,Men,1.5,8,Knox College
2018,Total,Men,38.5,8,Knox College
2018,Football,Men,9,3,Lake Forest College
2018,Soccer,Men,7,4,Lake Forest College
2018,Cross Country,Men,8,3,Lake Forest College
2018,Basketball,Men,8,3,Lake Forest College
2018,Swimming,Men,9,2,Lake Forest College
2018,Indoor Track & Field,Men,2,9,Lake Forest College
2018,Tennis,Men,8.5,2,Lake Forest College
2018,Outdoor Track & Field,Men,1,10,Lake Forest College
2018,Total,Men,62.5,4,Lake Forest College
2018,Football,Men,3,8,Lawrence University
2018,Soccer,Men,2,9,Lawrence University
2018,Cross Country,Men,6,5,Lawrence University
2018,Basketball,Men,5,6,Lawrence University
2018,Swimming,Men,6,5,Lawrence University
2018,Indoor Track & Field,Men,1,10,Lawrence University
2018,Tennis,Men,8.5,2,Lawrence University
2018,Outdoor Track & Field,Men,2,9,Lawrence University
2018,Baseball,Men,1.5,8,Lawrence University
2018,Total,Men,35,9,Lawrence University
2018,Football,Men,11,2,Monmouth College
2018,Soccer,Men,5,6,Monmouth College
2018,Cross Country,Men,7,4,Monmouth College
2018,Basketball,Men,6.5,4,Monmouth College
2018,Swimming,Men,8,3,Monmouth College
2018,Indoor Track & Field,Men,10,1,Monmouth College
2018,Tennis,Men,4.5,6,Monmouth College
2018,Outdoor Track & Field,Men,10,1,Monmouth College
2018,Baseball,Men,7,3,Monmouth College
2018,Total,Men,75,2,Monmouth College
2018,Football,Men,8,4,Ripon College
2018,Soccer,Men,1,10,Ripon College
2018,Cross Country,Men,4,7,Ripon College
2018,Basketball,Men,6.5,4,Ripon College
2018,Swimming,Men,4,6,Ripon College
2018,Indoor Track & Field,Men,6,5,Ripon College
2018,Tennis,Men,3,8,Ripon College
2018,Outdoor Track & Field,Men,4,7,Ripon College
2018,Baseball,Men,9,2,Ripon College
2018,Total,Men,45.5,7,Ripon College
2018,Football,Men,12,1,St. Norbert College
2018,Soccer,Men,10,1,St. Norbert College
2018,Cross Country,Men,5,6,St. Norbert College
2018,Basketball,Men,10,1,St. Norbert College
2018,Swimming,Men,7,4,St. Norbert College
2018,Indoor Track & Field,Men,9,2,St. Norbert College
2018,Tennis,Men,4.5,6,St. Norbert College
2018,Outdoor Track & Field,Men,9,2,St. Norbert College
2018,Baseball,Men,5.5,4,St. Norbert College
2018,Total,Men,81,1,St. Norbert College
2018,Volleyball,Women,3,7,Beloit College
2018,Soccer,Women,4,6,Beloit College
2018,Cross Country,Women,3,8,Beloit College
2018,Tennis,Women,3,7,Beloit College
2018,Basketball,Women,4.5,6,Beloit College
2018,Swimming,Women,3,8,Beloit College
2018,Indoor Track & Field,Women,8,3,Beloit College
2018,Outdoor Track & Field,Women,8,3,Beloit College
2018,Softball,Women,1,10,Beloit College
2018,Total,Women,37.5,8,Beloit College
2018,Volleyball,Women,10,1,Cornell College
2018,Soccer,Women,4,6,Cornell College
2018,Cross Country,Women,7,4,Cornell College
2018,Tennis,Women,8,3,Cornell College
2018,Basketball,Women,4.5,6,Cornell College
2018,Indoor Track & Field,Women,3.5,7,Cornell College
2018,Outdoor Track & Field,Women,4,7,Cornell College
2018,Softball,Women,5.5,5,Cornell College
2018,Total,Women,46.5,7,Cornell College
2018,Volleyball,Women,8.5,2,Grinnell College
2018,Soccer,Women,9,2,Grinnell College
2018,Cross Country,Women,8,3,Grinnell College
2018,Tennis,Women,9,2,Grinnell College
2018,Basketball,Women,2.5,8,Grinnell College
2018,Swimming,Women,10,1,Grinnell College
2018,Indoor Track & Field,Women,6,5,Grinnell College
2018,Outdoor Track & Field,Women,7,4,Grinnell College
2018,Softball,Women,8,2,Grinnell College
2018,Total,Women,78,2,Grinnell College
2018,Volleyball,Women,7,4,Illinois College
2018,Soccer,Women,2,9,Illinois College
2018,Tennis,Women,3,7,Illinois College
2018,Basketball,Women,2.5,8,Illinois College
2018,Swimming,Women,7,4,Illinois College
2018,Indoor Track & Field,Women,7,4,Illinois College
2018,Outdoor Track & Field,Women,5,6,Illinois College
2018,Softball,Women,8,2,Illinois College
2018,Total,Women,48.5,6,Illinois College
2018,Volleyball,Women,1,10,Knox College
2018,Soccer,Women,10,1,Knox College
2018,Cross Country,Women,2,9,Knox College
2018,Tennis,Women,1,10,Knox College
2018,Basketball,Women,6.5,4,Knox College
2018,Swimming,Women,2,9,Knox College
2018,Indoor Track & Field,Women,1,10,Knox College
2018,Outdoor Track & Field,Women,2.5,8,Knox College
2018,Softball,Women,2,9,Knox College
2018,Total,Women,28,10,Knox College
2018,Volleyball,Women,6,5,Lake Forest College
2018,Soccer,Women,6,5,Lake Forest College
2018,Cross Country,Women,6,5,Lake Forest College
2018,Tennis,Women,10,1,Lake Forest College
2018,Basketball,Women,8,3,Lake Forest College
2018,Swimming,Women,8,3,Lake Forest College
2018,Indoor Track & Field,Women,3.5,7,Lake Forest College
2018,Outdoor Track & Field,Women,1,10,Lake Forest College
2018,Softball,Women,10,1,Lake Forest College
2018,Total,Women,67.5,3,Lake Forest College
2018,Volleyball,Women,3,7,Lawrence University
2018,Soccer,Women,1,10,Lawrence University
2018,Cross Country,Women,5,6,Lawrence University
2018,Tennis,Women,3,7,Lawrence University
2018,Basketball,Women,1,10,Lawrence University
2018,Swimming,Women,9,2,Lawrence University
2018,Indoor Track & Field,Women,2,9,Lawrence University
2018,Outdoor Track & Field,Women,2.5,8,Lawrence University
2018,Softball,Women,4,7,Lawrence University
2018,Total,Women,30.5,9,Lawrence University
2018,Volleyball,Women,3,7,Monmouth College
2018,Soccer,Women,4,6,Monmouth College
2018,Cross Country,Women,9,2,Monmouth College
2018,Tennis,Women,5,6,Monmouth College
2018,Basketball,Women,9,2,Monmouth College
2018,Swimming,Women,5,6,Monmouth College
2018,Indoor Track & Field,Women,9,2,Monmouth College
2018,Outdoor Track & Field,Women,9,2,Monmouth College
2018,Softball,Women,5.5,5,Monmouth College
2018,Total,Women,66.5,4,Monmouth College
2018,Volleyball,Women,5,6,Ripon College
2018,Soccer,Women,7,4,Ripon College
2018,Cross Country,Women,4,7,Ripon College
2018,Tennis,Women,6,5,Ripon College
2018,Basketball,Women,10,1,Ripon College
2018,Swimming,Women,4,7,Ripon College
2018,Indoor Track & Field,Women,5,6,Ripon College
2018,Outdoor Track & Field,Women,6,5,Ripon College
2018,Softball,Women,3,8,Ripon College
2018,Total,Women,50,5,Ripon College
2018,Volleyball,Women,8.5,2,St. Norbert College
2018,Soccer,Women,8,3,St. Norbert College
2018,Cross Country,Women,10,1,St. Norbert College
2018,Tennis,Women,7,4,St. Norbert College
2018,Basketball,Women,6.5,4,St. Norbert College
2018,Swimming,Women,6,5,St. Norbert College
2018,Indoor Track & Field,Women,10,1,St. Norbert College
2018,Outdoor Track & Field,Women,10,1,St. Norbert College
2018,Softball,Women,8,2,St. Norbert College
2018,Total,Women,80,1,St. Norbert College
2019,Football,Men,3,8,Beloit College
2019,Soccer,Men,3,8,Beloit College
2019,Cross Country,Men,3,8,Beloit College
