Year,Gender,Total Expense,Operating Expense,Undergrads,School,Sport
2003,Women,5825,5250,506,Ripon College,Swimming & Diving
2003,Women,17556,7518,506,Ripon College,Tennis
2003,Women,244353,129164,506,Ripon College,Total
2003,Women,18235,6625,506,Ripon College,Track & Field (Indoor)
2003,Women,18235,6625,506,Ripon College,Track & Field (Outdoor)
2003,Women,11507,6500,506,Ripon College,Cross Country
2003,Women,40692,19020,506,Ripon College,Volleyball
2003,Women,47977,19750,506,Ripon College,All Track Combined
2004,Men,36695,35802,429,Ripon College,Baseball
2004,Men,34576,33397,429,Ripon College,Basketball
2004,Men,67196,65014,429,Ripon College,Football
2004,Men,4999,4304,429,Ripon College,Golf
2004,Men,15523,13990,429,Ripon College,Soccer
2004,Men,998,984,429,Ripon College,Swimming & Diving
2004,Men,9986,9985,429,Ripon College,Tennis
2004,Men,192422,183720,429,Ripon College,Total
2004,Men,6450,5652,429,Ripon College,Track & Field (Indoor)
2004,Men,6450,5652,429,Ripon College,Track & Field (Outdoor)
2004,Men,9549,8940,429,Ripon College,Cross Country
2004,Men,22449,20244,429,Ripon College,All Track Combined
2004,Women,37827,36758,476,Ripon College,Basketball
2004,Women,3689,3688,476,Ripon College,Golf
2004,Women,13385,13384,476,Ripon College,Soccer
2004,Women,32645,32448,476,Ripon College,Softball
2004,Women,6989,6988,476,Ripon College,Swimming & Diving
2004,Women,4795,4793,476,Ripon College,Tennis
2004,Women,148705,144996,476,Ripon College,Total
2004,Women,6450,5652,476,Ripon College,Track & Field (Indoor)
2004,Women,6450,5652,476,Ripon College,Track & Field (Outdoor)
2004,Women,9549,8940,476,Ripon College,Cross Country
2004,Women,26926,26693,476,Ripon College,Volleyball
2004,Women,22449,20244,476,Ripon College,All Track Combined
2005,Men,53212,41212,477,Ripon College,Baseball
2005,Men,59062,37569,477,Ripon College,Basketball
2005,Men,90580,60520,477,Ripon College,Football
2005,Men,5786,4583,477,Ripon College,Golf
2005,Men,29478,23078,477,Ripon College,Soccer
2005,Men,17935,12197,477,Ripon College,Swimming & Diving
2005,Men,14825,4511,477,Ripon College,Tennis
2005,Men,314536,209978,477,Ripon College,Total
2005,Men,15465,8765,477,Ripon College,Track & Field (Indoor)
2005,Men,15465,8765,477,Ripon College,Track & Field (Outdoor)
2005,Men,12728,8778,477,Ripon College,Cross Country
2005,Men,43658,26308,477,Ripon College,All Track Combined
2005,Women,61045,35485,476,Ripon College,Basketball
2005,Women,5859,3908,476,Ripon College,Golf
2005,Women,20174,13774,476,Ripon College,Soccer
2005,Women,44618,30754,476,Ripon College,Softball
2005,Women,17935,12197,476,Ripon College,Swimming & Diving
2005,Women,12672,7518,476,Ripon College,Tennis
2005,Women,243318,153437,476,Ripon College,Total
2005,Women,15465,8765,476,Ripon College,Track & Field (Indoor)
2005,Women,15465,8765,476,Ripon College,Track & Field (Outdoor)
2005,Women,12728,8778,476,Ripon College,Cross Country
2005,Women,37357,23493,476,Ripon College,Volleyball
2005,Women,43658,26308,476,Ripon College,All Track Combined
2006,Men,50146,36525,452,Ripon College,Baseball
2006,Men,69000,33964,452,Ripon College,Basketball
2006,Men,104713,59595,452,Ripon College,Football
2006,Men,8457,7164,452,Ripon College,Golf
2006,Men,24238,16495,452,Ripon College,Soccer
2006,Men,21555,14389,452,Ripon College,Swimming & Diving
2006,Men,10552,5552,452,Ripon College,Tennis
2006,Men,322675,195707,452,Ripon College,Total
2006,Men,11532,7557,452,Ripon College,Track & Field (Indoor)
2006,Men,11532,7557,452,Ripon College,Track & Field (Outdoor)
2006,Men,10950,6909,452,Ripon College,Cross Country
2006,Men,34014,22023,452,Ripon College,All Track Combined
2006,Women,71044,38252,529,Ripon College,Basketball
2006,Women,9085,4085,529,Ripon College,Golf
2006,Women,27983,20240,529,Ripon College,Soccer
2006,Women,44926,32515,529,Ripon College,Softball
2006,Women,21555,14839,529,Ripon College,Swimming & Diving
2006,Women,15169,4278,529,Ripon College,Tennis
2006,Women,263263,163308,529,Ripon College,Total
2006,Women,11532,7557,529,Ripon College,Track & Field (Indoor)
2006,Women,11532,7557,529,Ripon College,Track & Field (Outdoor)
2006,Women,10950,6909,529,Ripon College,Cross Country
2006,Women,39487,27076,529,Ripon College,Volleyball
2006,Women,34014,22023,529,Ripon College,All Track Combined
2007,Men,69459,31299,464,Ripon College,Baseball
2007,Men,92802,43470,464,Ripon College,Basketball
2007,Men,131054,58303,464,Ripon College,Football
2007,Men,11482,6482,464,Ripon College,Golf
2007,Men,27990,22990,464,Ripon College,Soccer
2007,Men,23346,7858,464,Ripon College,Swimming & Diving
2007,Men,10946,5946,464,Ripon College,Tennis
2007,Men,412031,204250,464,Ripon College,Total
2007,Men,16243,10093,464,Ripon College,Track & Field (Indoor)
2007,Men,16243,10093,464,Ripon College,Track & Field (Outdoor)
2007,Men,12466,7716,464,Ripon College,Cross Country
2007,Men,44952,27902,464,Ripon College,All Track Combined
2007,Women,86118,43986,507,Ripon College,Basketball
2007,Women,10981,5981,507,Ripon College,Golf
2007,Women,29179,24179,507,Ripon College,Soccer
2007,Women,68234,33401,507,Ripon College,Softball
2007,Women,23346,7858,507,Ripon College,Swimming & Diving
2007,Women,22551,4368,507,Ripon College,Tennis
2007,Women,340391,170443,507,Ripon College,Total
2007,Women,16243,10093,507,Ripon College,Track & Field (Indoor)
2007,Women,16243,10093,507,Ripon College,Track & Field (Outdoor)
2007,Women,12466,7716,507,Ripon College,Cross Country
2007,Women,55030,22768,507,Ripon College,Volleyball
2007,Women,44952,27902,507,Ripon College,All Track Combined
2008,Men,78280,36830,498,Ripon College,Baseball
2008,Men,87488,51421,498,Ripon College,Basketball
2008,Men,147400,80381,498,Ripon College,Football
2008,Men,10967,8398,498,Ripon College,Golf
2008,Men,27930,20281,498,Ripon College,Soccer
2008,Men,25522,12451,498,Ripon College,Swimming & Diving
2008,Men,13631,8630,498,Ripon College,Tennis
2008,Men,441539,255359,498,Ripon College,Total
2008,Men,18113,14229,498,Ripon College,Track & Field (Indoor)
2008,Men,17899,14015,498,Ripon College,Track & Field (Outdoor)
2008,Men,14309,8723,498,Ripon College,Cross Country
2008,Men,50321,36967,498,Ripon College,All Track Combined
2008,Women,115576,53392,538,Ripon College,Basketball
2008,Women,9653,7403,538,Ripon College,Golf
2008,Women,27610,18461,538,Ripon College,Soccer
2008,Women,53032,34135,538,Ripon College,Softball
2008,Women,24744,11673,538,Ripon College,Swimming & Diving
2008,Women,31138,4151,538,Ripon College,Tennis
2008,Women,358016,180144,538,Ripon College,Total
2008,Women,11591,7707,538,Ripon College,Track & Field (Indoor)
2008,Women,11805,7921,538,Ripon College,Track & Field (Outdoor)
2008,Women,11817,6231,538,Ripon College,Cross Country
2008,Women,61050,29070,538,Ripon College,Volleyball
2008,Women,35213,21859,538,Ripon College,All Track Combined
2009,Men,86491,55517,505,Ripon College,Baseball
2009,Men,77543,40415,505,Ripon College,Basketball
2009,Men,121158,76295,505,Ripon College,Football
2009,Men,10424,2695,505,Ripon College,Golf
2009,Men,31900,24111,505,Ripon College,Soccer
2009,Men,11725,7298,505,Ripon College,Swimming & Diving
2009,Men,12843,7175,505,Ripon College,Tennis
2009,Men,397114,244020,505,Ripon College,Total
2009,Men,16202,12183,505,Ripon College,Track & Field (Indoor)
2009,Men,15914,11895,505,Ripon College,Track & Field (Outdoor)
2009,Men,12914,6436,505,Ripon College,Cross Country
2009,Men,45030,30514,505,Ripon College,All Track Combined
2009,Women,57828,29623,532,Ripon College,Basketball
2009,Women,10037,6252,532,Ripon College,Golf
2009,Women,34688,27917,532,Ripon College,Soccer
2009,Women,44315,38624,532,Ripon College,Softball
2009,Women,12941,8514,532,Ripon College,Swimming & Diving
2009,Women,21547,5399,532,Ripon College,Tennis
2009,Women,264139,157837,532,Ripon College,Total
2009,Women,12922,8903,532,Ripon College,Track & Field (Indoor)
2009,Women,13210,9191,532,Ripon College,Track & Field (Outdoor)
2009,Women,11842,5364,532,Ripon College,Cross Country
2009,Women,44809,18050,532,Ripon College,Volleyball
2009,Women,37974,23458,532,Ripon College,All Track Combined
2010,Men,70581,41756,503,Ripon College,Baseball
2010,Men,79829,46141,503,Ripon College,Basketball
2010,Men,148281,89123,503,Ripon College,Football
2010,Men,18108,8383,503,Ripon College,Golf
2010,Men,29445,18036,503,Ripon College,Soccer
2010,Men,15481,10207,503,Ripon College,Swimming & Diving
2010,Men,13075,2961,503,Ripon College,Tennis
2010,Men,425121,251144,503,Ripon College,Total
2010,Men,17997,12648,503,Ripon College,Track & Field (Indoor)
2010,Men,17997,12935,503,Ripon College,Track & Field (Outdoor)
2010,Men,14327,8954,503,Ripon College,Cross Country
2010,Men,50321,34537,503,Ripon College,All Track Combined
2010,Women,61756,31793,538,Ripon College,Basketball
2010,Women,8738,3942,538,Ripon College,Golf
2010,Women,33227,18320,538,Ripon College,Soccer
2010,Women,41407,30103,538,Ripon College,Softball
2010,Women,15481,10207,538,Ripon College,Swimming & Diving
2010,Women,21014,4744,538,Ripon College,Tennis
2010,Women,282457,145791,538,Ripon College,Total
2010,Women,17997,10118,538,Ripon College,Track & Field (Indoor)
2010,Women,17997,9831,538,Ripon College,Track & Field (Outdoor)
2010,Women,14327,9769,538,Ripon College,Cross Country
2010,Women,50513,16964,538,Ripon College,Volleyball
2010,Women,50321,29718,538,Ripon College,All Track Combined
2011,Men,83503,34785,478,Ripon College,Baseball
2011,Men,62638,39393,478,Ripon College,Basketball
2011,Men,145665,53185,478,Ripon College,Football
2011,Men,8182,3287,478,Ripon College,Golf
2011,Men,46559,21620,478,Ripon College,Soccer
2011,Men,8933,5166,478,Ripon College,Swimming & Diving
2011,Men,15475,3164,478,Ripon College,Tennis
2011,Men,423759,184003,478,Ripon College,Total
2011,Men,19030,8285,478,Ripon College,Track & Field (Indoor)
2011,Men,19030,8497,478,Ripon College,Track & Field (Outdoor)
2011,Men,14744,6621,478,Ripon College,Cross Country
2011,Men,52804,23403,478,Ripon College,All Track Combined
2011,Women,65525,31761,489,Ripon College,Basketball
2011,Women,11683,6656,489,Ripon College,Golf
2011,Women,46922,23144,489,Ripon College,Soccer
2011,Women,60611,27342,489,Ripon College,Softball
2011,Women,8697,4428,489,Ripon College,Swimming & Diving
2011,Women,12353,3110,489,Ripon College,Tennis
2011,Women,322167,141299,489,Ripon College,Total
2011,Women,19030,8285,489,Ripon College,Track & Field (Indoor)
2011,Women,19030,8072,489,Ripon College,Track & Field (Outdoor)
2011,Women,14744,11036,489,Ripon College,Cross Country
2011,Women,63572,17465,489,Ripon College,Volleyball
2011,Women,52804,27393,489,Ripon College,All Track Combined
2012,Men,123173,53801,428,Ripon College,Baseball
2012,Men,111665,34897,428,Ripon College,Basketball
2012,Men,145737,85725,428,Ripon College,Football
2012,Men,4695,2307,428,Ripon College,Golf
2012,Men,55573,26799,428,Ripon College,Soccer
2012,Men,37579,13051,428,Ripon College,Swimming & Diving
2012,Men,16350,8885,428,Ripon College,Tennis
2012,Men,557401,254365,428,Ripon College,Total
2012,Men,22578,11938,428,Ripon College,Track & Field (Indoor)
2012,Men,22578,12262,428,Ripon College,Track & Field (Outdoor)
2012,Men,17473,4700,428,Ripon College,Cross Country
2012,Men,62629,28900,428,Ripon College,All Track Combined
2012,Women,63502,30216,475,Ripon College,Basketball
2012,Women,3429,1481,475,Ripon College,Golf
2012,Women,58260,27201,475,Ripon College,Soccer
2012,Women,75826,35743,475,Ripon College,Softball
2012,Women,37579,13051,475,Ripon College,Swimming & Diving
2012,Women,10371,2798,475,Ripon College,Tennis
2012,Women,366455,161184,475,Ripon College,Total
2012,Women,22578,11419,475,Ripon College,Track & Field (Indoor)
2012,Women,22578,11095,475,Ripon College,Track & Field (Outdoor)
2012,Women,17473,10073,475,Ripon College,Cross Country
2012,Women,54859,18107,475,Ripon College,Volleyball
2012,Women,62629,32587,475,Ripon College,All Track Combined
2013,Men,78727,42552,415,Ripon College,Baseball
2013,Men,82677,38449,415,Ripon College,Basketball
2013,Men,138967,86149,415,Ripon College,Football
2013,Men,1503,1403,415,Ripon College,Golf
2013,Men,58330,21669,415,Ripon College,Soccer
2013,Men,40119,13668,415,Ripon College,Swimming & Diving
2013,Men,19079,5263,415,Ripon College,Tennis
2013,Men,502775,114028,415,Ripon College,Total
2013,Men,31776,10762,415,Ripon College,Track & Field (Indoor)
2013,Men,31776,10762,415,Ripon College,Track & Field (Outdoor)
2013,Men,19821,7949,415,Ripon College,Cross Country
2013,Men,83373,29473,415,Ripon College,All Track Combined
2013,Women,80805,37287,465,Ripon College,Basketball
2013,Women,1181,1073,465,Ripon College,Golf
2013,Women,56743,20513,465,Ripon College,Soccer
2013,Women,69732,34967,465,Ripon College,Softball
2013,Women,44187,17395,465,Ripon College,Swimming & Diving
2013,Women,15263,3821,465,Ripon College,Tennis
2013,Women,397730,127514,465,Ripon College,Total
2013,Women,24986,7318,465,Ripon College,Track & Field (Indoor)
2013,Women,24986,7318,465,Ripon College,Track & Field (Outdoor)
2013,Women,25098,13249,465,Ripon College,Cross Country
2013,Women,54749,21860,465,Ripon College,Volleyball
2013,Women,75070,27885,465,Ripon College,All Track Combined
2014,Men,81463,40221,377,Ripon College,Baseball
2014,Men,80200,33643,377,Ripon College,Basketball
2014,Men,133616,77853,377,Ripon College,Football
2014,Men,1200,676,377,Ripon College,Golf
2014,Men,59594,21772,377,Ripon College,Soccer
2014,Men,39503,11533,377,Ripon College,Swimming & Diving
2014,Men,23291,6534,377,Ripon College,Tennis
2014,Men,482090,219825,377,Ripon College,Total
2014,Men,23552,10563,377,Ripon College,Track & Field (Indoor)
2014,Men,23867,10877,377,Ripon College,Track & Field (Outdoor)
2014,Men,15804,6153,377,Ripon College,Cross Country
2014,Men,63223,27593,377,Ripon College,All Track Combined
2014,Women,75110,31183,437,Ripon College,Basketball
2014,Women,1123,803,437,Ripon College,Golf
2014,Women,59783,20102,437,Ripon College,Soccer
2014,Women,66001,28516,437,Ripon College,Softball
2014,Women,42066,14096,437,Ripon College,Swimming & Diving
2014,Women,16496,6138,437,Ripon College,Tennis
2014,Women,373966,141623,437,Ripon College,Total
2014,Women,19750,6760,437,Ripon College,Track & Field (Indoor)
2014,Women,19435,6446,437,Ripon College,Track & Field (Outdoor)
2014,Women,16487,6837,437,Ripon College,Cross Country
2014,Women,57715,20742,437,Ripon College,Volleyball
2014,Women,55672,20043,437,Ripon College,All Track Combined
2015,Men,84950,46972,388,Ripon College,Baseball
2015,Men,85363,32516,388,Ripon College,Basketball
2015,Men,135237,74199,388,Ripon College,Football
2015,Men,41156,23495,388,Ripon College,Soccer
2015,Men,38404,13242,388,Ripon College,Swimming & Diving
2015,Men,20070,6150,388,Ripon College,Tennis
2015,Men,470517,222806,388,Ripon College,Total
2015,Men,23982,9944,388,Ripon College,Track & Field (Indoor)
2015,Men,23982,9944,388,Ripon College,Track & Field (Outdoor)
2015,Men,17373,6344,388,Ripon College,Cross Country
2015,Men,65337,26232,388,Ripon College,All Track Combined
2015,Women,82757,32687,392,Ripon College,Basketball
2015,Women,62659,23955,392,Ripon College,Soccer
2015,Women,63093,28103,392,Ripon College,Softball
2015,Women,42015,16853,392,Ripon College,Swimming & Diving
2015,Women,17129,6027,392,Ripon College,Tennis
2015,Women,392995,156481,392,Ripon College,Total
2015,Women,19507,5469,392,Ripon College,Track & Field (Indoor)
2015,Women,19507,5469,392,Ripon College,Track & Field (Outdoor)
2015,Women,19752,8723,392,Ripon College,Cross Country
2015,Women,66576,29195,392,Ripon College,Volleyball
2015,Women,58766,19661,392,Ripon College,All Track Combined
2016,Men,88691,45126,376,Ripon College,Baseball
2016,Men,91406,38680,376,Ripon College,Basketball
2016,Men,166451,77169,376,Ripon College,Football
2016,Men,57107,24642,376,Ripon College,Soccer
2016,Men,41867,15222,376,Ripon College,Swimming & Diving
2016,Men,18917,6705,376,Ripon College,Tennis
2016,Men,528335,230988,376,Ripon College,Total
2016,Men,24392,10459,376,Ripon College,Track & Field (Indoor)
2016,Men,22546,8613,376,Ripon College,Track & Field (Outdoor)
2016,Men,16958,4372,376,Ripon College,Cross Country
2016,Men,63896,23444,376,Ripon College,All Track Combined
2016,Women,82550,34314,400,Ripon College,Basketball
2016,Women,72489,31658,400,Ripon College,Soccer
2016,Women,64736,27251,400,Ripon College,Softball
2016,Women,54067,27400,400,Ripon College,Swimming & Diving
2016,Women,14649,3669,400,Ripon College,Tennis
2016,Women,415475,171208,400,Ripon College,Total
2016,Women,24392,10459,400,Ripon College,Track & Field (Indoor)
2016,Women,26237,12304,400,Ripon College,Track & Field (Outdoor)
2016,Women,16521,3935,400,Ripon College,Cross Country
2016,Women,59834,20218,400,Ripon College,Volleyball
2016,Women,67150,26698,400,Ripon College,All Track Combined
2017,Men,116756,49209,340,Ripon College,Baseball
2017,Men,120598,37845,340,Ripon College,Basketball
2017,Men,208429,71788,340,Ripon College,Football
2017,Men,55013,23156,340,Ripon College,Soccer
2017,Men,52071,14184,340,Ripon College,Swimming & Diving
2017,Men,14931,4275,340,Ripon College,Tennis
2017,Men,643536,217532,340,Ripon College,Total
2017,Men,22982,7135,340,Ripon College,Track & Field (Indoor)
2017,Men,22715,6868,340,Ripon College,Track & Field (Outdoor)
2017,Men,30041,3072,340,Ripon College,Cross Country
2017,Men,75738,17075,340,Ripon College,All Track Combined
2017,Women,120403,44356,395,Ripon College,Basketball
2017,Women,77077,24708,395,Ripon College,Soccer
2017,Women,76930,38549,395,Ripon College,Softball
2017,Women,59164,21277,395,Ripon College,Swimming & Diving
2017,Women,15744,5403,395,Ripon College,Tennis
2017,Women,490503,179331,395,Ripon College,Total
2017,Women,25501,9654,395,Ripon College,Track & Field (Indoor)
2017,Women,25768,9921,395,Ripon College,Track & Field (Outdoor)
2017,Women,29427,2458,395,Ripon College,Cross Country
2017,Women,60489,23005,395,Ripon College,Volleyball
2017,Women,80696,22033,395,Ripon College,All Track Combined
2018,Men,123148,39507,366,Ripon College,Baseball
2018,Men,124314,28161,366,Ripon College,Basketball
2018,Men,209334,81082,366,Ripon College,Football
2018,Men,85798,24521,366,Ripon College,Soccer
2018,Men,43298,10840,366,Ripon College,Swimming & Diving
2018,Men,33943,5921,366,Ripon College,Tennis
2018,Men,727807,236135,366,Ripon College,Total
2018,Men,38257,19268,366,Ripon College,Track & Field (Indoor)
2018,Men,38803,19844,366,Ripon College,Track & Field (Outdoor)
2018,Men,30912,6991,366,Ripon College,Cross Country
2018,Men,107972,46103,366,Ripon College,All Track Combined
2018,Women,123311,36812,420,Ripon College,Basketball
2018,Women,95083,27946,420,Ripon College,Soccer
2018,Women,97390,35398,420,Ripon College,Softball
2018,Women,48116,15658,420,Ripon College,Swimming & Diving
2018,Women,36866,8844,420,Ripon College,Tennis
2018,Women,618776,199742,420,Ripon College,Total
2018,Women,41152,22193,420,Ripon College,Track & Field (Indoor)
2018,Women,40607,21648,420,Ripon College,Track & Field (Outdoor)
2018,Women,30912,6991,420,Ripon College,Cross Country
2018,Women,105339,24252,420,Ripon College,Volleyball
2018,Women,112671,50832,420,Ripon College,All Track Combined
2019,Men,130513,39455,350,Ripon College,Basketball
2019,Men,267551,101808,350,Ripon College,Football
2019,Men,58119,29874,350,Ripon College,Soccer
2019,Men,40522,7659,350,Ripon College,Swimming & Diving
2019,Men,15115,853,350,Ripon College,Tennis
2019,Men,603319,207582,350,Ripon College,Total
2019,Men,56266,18990,350,Ripon College,Track & Field (Indoor)
2019,Men,35233,8943,350,Ripon College,Cross Country
2019,Men,91499,27933,350,Ripon College,All Track Combined
2019,Women,77442,37557,415,Ripon College,Basketball
2019,Women,98481,29161,415,Ripon College,Soccer
2019,Women,77442,23301,415,Ripon College,Softball
2019,Women,48091,15138,415,Ripon College,Swimming & Diving
2019,Women,19212,4535,415,Ripon College,Tennis
2019,Women,480730,161707,415,Ripon College,Total
2019,Women,55475,18199,415,Ripon College,Track & Field (Indoor)
2019,Women,37150,10859,415,Ripon College,Cross Country
2019,Women,67437,22957,415,Ripon College,Volleyball
2019,Women,92625,29058,415,Ripon College,All Track Combined
2020,Men,123161,48509,374,Ripon College,Baseball
2020,Men,80183,9064,374,Ripon College,Basketball
2020,Men,187826,27125,374,Ripon College,Football
2020,Men,64482,13078,374,Ripon College,Soccer
2020,Men,34745,2098,374,Ripon College,Swimming & Diving
2020,Men,28018,3518,374,Ripon College,Tennis
2020,Men,569195,114825,374,Ripon College,Total
2020,Men,25268,5595,374,Ripon College,Track & Field (Indoor)
2020,Men,25512,5838,374,Ripon College,Track & Field (Outdoor)
2020,Men,50780,11433,374,Ripon College,All Track Combined
2020,Women,92291,6925,419,Ripon College,Basketball
2020,Women,77151,5969,419,Ripon College,Soccer
2020,Women,105129,48298,419,Ripon College,Softball
2020,Women,35678,3030,419,Ripon College,Swimming & Diving
2020,Women,412261,82772,419,Ripon College,Total
2020,Women,27587,7055,419,Ripon College,Track & Field (Indoor)
2020,Women,26485,6812,419,Ripon College,Track & Field (Outdoor)
2020,Women,47940,4683,419,Ripon College,Volleyball
2020,Women,54072,13867,419,Ripon College,All Track Combined
2021,Men,180728,83226,399,Ripon College,Baseball
2021,Men,124860,44460,399,Ripon College,Basketball
2021,Men,322818,112625,399,Ripon College,Football
2021,Men,120189,34479,399,Ripon College,Soccer
2021,Men,49648,10973,399,Ripon College,Swimming & Diving
2021,Men,35699,9393,399,Ripon College,Tennis
2021,Men,974345,341119,399,Ripon College,Total
2021,Men,51297,17973,399,Ripon College,Track & Field (Indoor)
2021,Men,48488,15164,399,Ripon College,Track & Field (Outdoor)
2021,Men,40618,12826,399,Ripon College,Cross Country
2021,Men,140403,45963,399,Ripon College,All Track Combined
2021,Women,113812,40914,391,Ripon College,Basketball
2021,Women,129917,32505,391,Ripon College,Soccer
2021,Women,126285,50048,391,Ripon College,Softball
2021,Women,54524,15850,391,Ripon College,Swimming & Diving
2021,Women,35624,8726,391,Ripon College,Tennis
2021,Women,667439,214170,391,Ripon College,Total
2021,Women,48488,15164,391,Ripon College,Track & Field (Indoor)
2021,Women,49612,16288,391,Ripon College,Track & Field (Outdoor)
2021,Women,38694,10902,391,Ripon College,Cross Country
2021,Women,70483,23773,391,Ripon College,Volleyball
2021,Women,136794,42354,391,Ripon College,All Track Combined
2022,Men,177000,87000,387,Ripon College,Baseball
2022,Men,124193,46771,387,Ripon College,Basketball
2022,Men,346964,115867,387,Ripon College,Football
2022,Men,105546,50767,387,Ripon College,Soccer
2022,Men,37197,17671,387,Ripon College,Swimming & Diving
2022,Men,37118,8765,387,Ripon College,Tennis
2022,Men,960346,208420,387,Ripon College,Total
2022,Men,43246,20402,387,Ripon College,Track & Field (Indoor)
2022,Men,44441,14026,387,Ripon College,Track & Field (Outdoor)
2022,Men,44641,9789,387,Ripon College,Cross Country
2022,Men,132328,44217,387,Ripon College,All Track Combined
2022,Women,122710,41914,367,Ripon College,Basketball
2022,Women,103617,39328,367,Ripon College,Soccer
2022,Women,122590,80404,367,Ripon College,Softball
2022,Women,36614,11422,367,Ripon College,Tennis
2022,Women,636547,218258,367,Ripon College,Total
2022,Women,46197,19800,367,Ripon College,Track & Field (Indoor)
2022,Women,42347,13422,367,Ripon College,Track & Field (Outdoor)
2022,Women,43594,9789,367,Ripon College,Cross Country
2022,Women,75639,26422,367,Ripon College,Volleyball
2022,Women,43239,17671,367,Ripon College,Swimming & Diving
2022,Women,132138,43011,367,Ripon College,All Track Combined
2003,Men,60589,26548,857,St. Norbert College,All Track Combined
2003,Men,46792,35682,857,St. Norbert College,Baseball
2003,Men,86018,29400,857,St. Norbert College,Basketball
2003,Men,259356,138369,857,St. Norbert College,Football
2003,Men,21031,3072,857,St. Norbert College,Golf
2003,Men,309293,115527,857,St. Norbert College,Ice Hockey
2003,Men,28813,23226,857,St. Norbert College,Soccer
2003,Men,9502,3237,857,St. Norbert College,Tennis
2003,Men,821394,375061,857,St. Norbert College,Total
2003,Women,46708,23508,1149,St. Norbert College,All Track Combined
2003,Women,87069,30525,1149,St. Norbert College,Basketball
2003,Women,19982,1273,1149,St. Norbert College,Golf
2003,Women,24421,20010,1149,St. Norbert College,Soccer
2003,Women,45621,34371,1149,St. Norbert College,Softball
2003,Women,23151,16058,1149,St. Norbert College,Swimming & Diving
2003,Women,7561,3971,1149,St. Norbert College,Tennis
2003,Women,322379,152416,1149,St. Norbert College,Total
2003,Women,67866,22700,1149,St. Norbert College,Volleyball
2004,Men,64485,27463,840,St. Norbert College,All Track Combined
2004,Men,59370,45368,840,St. Norbert College,Baseball
2004,Men,81812,29966,840,St. Norbert College,Basketball
2004,Men,240701,125653,840,St. Norbert College,Football
2004,Men,21481,3090,840,St. Norbert College,Golf
2004,Men,307024,97493,840,St. Norbert College,Ice Hockey
2004,Men,32256,26539,840,St. Norbert College,Soccer
2004,Men,10749,4072,840,St. Norbert College,Tennis
2004,Men,817878,359644,840,St. Norbert College,Total
2004,Women,39945,21192,1119,St. Norbert College,All Track Combined
2004,Women,81757,30621,1119,St. Norbert College,Basketball
2004,Women,21242,3824,1119,St. Norbert College,Golf
2004,Women,22146,17438,1119,St. Norbert College,Soccer
2004,Women,46462,32327,1119,St. Norbert College,Softball
2004,Women,22095,14338,1119,St. Norbert College,Swimming & Diving
2004,Women,11158,5020,1119,St. Norbert College,Tennis
2004,Women,313721,153197,1119,St. Norbert College,Total
2004,Women,68916,28437,1119,St. Norbert College,Volleyball
2005,Men,79017,25850,829,St. Norbert College,All Track Combined
2005,Men,47953,37147,829,St. Norbert College,Baseball
2005,Men,87774,28416,829,St. Norbert College,Basketball
2005,Men,270928,140911,829,St. Norbert College,Football
2005,Men,24496,5866,829,St. Norbert College,Golf
2005,Men,338870,96976,829,St. Norbert College,Ice Hockey
2005,Men,25760,20626,829,St. Norbert College,Soccer
2005,Men,20398,14055,829,St. Norbert College,Tennis
2005,Men,895196,369847,829,St. Norbert College,Total
2005,Women,60727,20741,1093,St. Norbert College,All Track Combined
2005,Women,96861,44055,1093,St. Norbert College,Basketball
2005,Women,19702,1397,1093,St. Norbert College,Golf
2005,Women,17755,12086,1093,St. Norbert College,Soccer
2005,Women,52417,38617,1093,St. Norbert College,Softball
2005,Women,24245,15630,1093,St. Norbert College,Swimming & Diving
2005,Women,13448,7091,1093,St. Norbert College,Tennis
2005,Women,359471,166129,1093,St. Norbert College,Total
2005,Women,74316,26512,1093,St. Norbert College,Volleyball
2006,Men,57627,38961,881,St. Norbert College,Baseball
2006,Men,115463,36975,881,St. Norbert College,Basketball
2006,Men,312498,132186,881,St. Norbert College,Football
2006,Men,28552,8796,881,St. Norbert College,Golf
2006,Men,311061,118366,881,St. Norbert College,Ice Hockey
2006,Men,31879,26747,881,St. Norbert College,Soccer
2006,Men,28684,16396,881,St. Norbert College,Tennis
2006,Men,969627,412002,881,St. Norbert College,Total
2006,Men,83863,33575,881,St. Norbert College,Cross Country
2006,Men,83863,33575,881,St. Norbert College,All Track Combined
2006,Women,98701,36041,1134,St. Norbert College,Basketball
2006,Women,24298,3169,1134,St. Norbert College,Golf
2006,Women,25643,20370,1134,St. Norbert College,Soccer
2006,Women,50193,36873,1134,St. Norbert College,Softball
2006,Women,25824,10671,1134,St. Norbert College,Swimming & Diving
2006,Women,22362,12009,1134,St. Norbert College,Tennis
2006,Women,367594,163827,1134,St. Norbert College,Total
2006,Women,62913,30677,1134,St. Norbert College,Cross Country
2006,Women,57660,14017,1134,St. Norbert College,Volleyball
2006,Women,62913,30677,1134,St. Norbert College,All Track Combined
2007,Men,73132,39547,896,St. Norbert College,All Track Combined
2007,Men,63632,48320,896,St. Norbert College,Baseball
2007,Men,128437,41846,896,St. Norbert College,Basketball
2007,Men,338846,144330,896,St. Norbert College,Football
2007,Men,36089,12921,896,St. Norbert College,Golf
2007,Men,366802,148402,896,St. Norbert College,Ice Hockey
